from_name,from_address,subject,body_text,name,office_sought,party_affiliation,office_level,district_type,final_website,crawl_date,source,state,type,subtype,date,hour,day,uid_email,uid_inbox,incumbent
Ratings Change via Kathleen Williams for Congress,teamwilliams@kathleenformontana.com,Montana will be one of the closest states this year,"Straight off our major win in Montana’s Democratic Primary, we just got word that our race is tighte
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Straight off our major win in Montana’s Democratic Primary, we just got word that our race is tightening.
Montana’s At-Large district was just named one of the most competitive in the country and moved from Likely Republican to Lean Republican by The Cook Political Report!!!
Even the political experts see Kathleen’s race tightening as we work overtime to close the gap between Kathleen and Matt Rosendale.
The GOP in Montana see the writing on the wall and know we have the greatest chance we've ever had to send real Montana leadership to Washington. But they’re going to say anything to win. Will you chip in $10 to ensure Kathleen’s November victory?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25
$50 $100
$250 Other
Maryland Matt Rosendale has nowhere else to turn. His dark money support can only take him so far. They’re going to lie about Kathleen’s record all summer into the fall and try to reinvent Rosendale’s because they have nothing else. Well, Montanans know and deserve better.
That’s why we’re working non-stop to get Kathleen’s message to as many people as possible. It’s going to be a challenge now that we can’t venture into the communities we love. But that won’t stop us from getting the job done.
We need you on our side to make sure Kathleen can take her seat in Congress and DEFEAT Matt Rosendale in November. Will you donate to help support our movement today?
Thank you,
Montana HQ
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-06-10,16,Wed,6a9e9799f163d461c59ece29d739ca5f,08f13962c5b2090e32c902552a4ff634,No
Kathleen Williams,teamwilliams@kathleenformontana.com,Today’s the day!,"Team, Today’s the day. My team and I will be waiting all day to see if we made the mark or if we have
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Team,
Today’s the day. My team and I will be waiting all day to see if we made the mark or if we have to wrap up our historic campaign prematurely.
I’ll make this quick, will you send in just $5 to help us wrap up our final, pre-primary fundraising goal? We need to raise another $457.
We still have time to get our message out to voters who may be personally dropping off their ballots, or (safely) voting in person at their election office. It’s an exciting day for democracy and our campaign.
Tonight, we can bring home a victory, but we need your support to make that happen.
Thank you so much!
Kathleen Williams
Kathleen Williams for Congress
P.S. Don’t forget to vote by 8 pm! If you still have your ballot, use this link to find your precinct number and then go here to determine your drop-off location (by precinct) and make sure your voice is heard. If you don’t have a ballot, you can still register or re-register and vote in person today by 8 pm at elections offices (be safe!) if you’ve lived in Montana at least 30 days. If you have questions, please call or text 406-272-4046.
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-06-02,13,Tue,7a6a007898ff72d511b0d19adf6ed343,08f13962c5b2090e32c902552a4ff634,No
Jeff Allen,teamwilliams@kathleenformontana.com,rushing to beat the clock,"We’re losing time to reach our final $20,000 before our midnight deadline. We need to raise every cent as we fight to reach crucial voters who will h
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Friends,
We’re losing time to reach our final $20,000 goal before our midnight deadline.
We need to raise every cent as we fight to reach crucial voters who will help us get ahead of Maryland Matt’s dark money-funded campaign.
Because Montanans deserve a true, independent leader in Congress.
But we’re rushing to beat the clock before our fundraising totals are locked in for the month. Just $1,098 stands between us and our goal. Will you donate $10 before tonight?
Thank you so much!
Jeff Allen
Campaign Manager
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-07-31,14,Fri,d9bf8d58de3ce0fc702131927db0bafe,08f13962c5b2090e32c902552a4ff634,No
Team Kathleen,teamwilliams@kathleenformontana.com,Kicking things off early,"At the end of the month, Kathleen and the team will be submitting their final, end-of-quarter report before November’s General Election and we want to
Kathleen Williams for Congress
Friends,
At the end of the month, Kathleen and the team will be submitting their final, end-of-quarter report before November’s General Election and we want to submit this one with a bang.
We’re looking to add $35,000 to our budget numbers before our September 30th deadline and Kathleen needs your help to make it happen. Help us kick things off early with a $30 contribution today.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50
$100 $250 Other
This one of the last times our numbers will be public for everyone to see before the General Election -- and that means the Washington Super PACs pumping up Maryland Matt’s campaign will see exactly where we stand.
That’s why we need to make sure we send in our strongest report yet. Not only that, but this is also a prime opportunity to get in the final resources we’ll need in the final weeks of the campaign as soon as we enter October.
So help Kathleen and the entire team send in a strong report that reflects the growing momentum behind their campaign. Will you make a donation of any size right now?
CHIP IN $30 HERE
Thank you,
Team Kathleen
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE WEEKLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-09-21,19,Mon,04f30f56fabc72f381a856594f470fe6,08f13962c5b2090e32c902552a4ff634,No
Rapid Response Needed -- via Team Kathleen,teamwilliams@kathleenformontana.com,Matt Rosendale likes playing in the mud,"Matt Rosendale has just released a new ad smearing Kathleen’s record of service in Montana just 28 days ahead of November’s General Election.
Kathleen Williams for Congress
RAPID RESPONSE:
Matt Rosendale has just released a new ad smearing Kathleen’s record of service in Montana just 28 days ahead of November’s General Election.
Help us respond by getting 150 Rapid Response Donations TODAY!
* * *
Unlike Maryland Matt, we don’t need to greenlight falsehoods or use smear tactics in our ads to win this campaign.
All we have to do is listen to the people of Montana.
Montanans are tired of Maryland Matt trying to turn our state into the D.C. swamp. And they’re tired of him twisting our fight for all Montanans into an attempt to paint Kathleen as a partisan extremist. It’s an old tactic that he thinks will take him to Congress, and it's just not true.
But don’t just ask us, see what the Bozeman Daily Chronicle has to say:
“Rosendale’s campaign seeks to paint Williams as a liberal who will ally herself with extreme left elements of Congress. Her record tells a different story.”
Matt Rosendale is grasping at straws because he knows distorting Kathleen’s record is his only chance to win. Help us set the record straight now that Matt Rosendale has just released his next slate of ads with a $20 donation.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50
$100 $250 Other
Thank you for staying in the fight for us,
Team Kathleen
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE WEEKLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Make sure you have a plan and be sure to vote early! Check your voter registration and key voting dates here.
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-10-06,20,Tue,95c7224069f685110ccf3e5381f171b4,08f13962c5b2090e32c902552a4ff634,No
Blake Thompson,teamwilliams@kathleenformontana.com,Do we have your record correct?,"I was looking through our records and I wanted to show you how you’ve helped support Kathleen’s camp
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
I was looking through our records and I wanted to show you how you’ve helped support Kathleen’s campaign digitally since we started.
Your Supporter Record
FIRST NAME: N/A
LAST NAME: N/A
LAST ONLINE DONATION VIA ACTBLUE:
Not on File
SUGGESTED ONLINE DONATION:
$10
Your generous contributions are the foundation of this campaign. Without your continued support, there’s no way we could be as strong and effective as we have been. We appreciate every dollar we get, and we need that support now more than ever.
Whether you’ve given 1,000 times, or if this is your first donation, we’re counting on you to help us send in the strongest report possible on June 30th. Will you chip in a $10 donation today?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50
$100 $250 Other
Thank you for your continued support,
Blake Thompson
Finance Director
Kathleen Williams for Congress
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-06-26,15,Fri,fbbe10ca77f6d1d3faf6e4f677f898e3,08f13962c5b2090e32c902552a4ff634,No
Team Kathleen,teamwilliams@kathleenformontana.com,This is bad for Montana -- and for us,"It’s not every day that your former opponent spends $250,000 of his own money to bankroll your opposition. But that’s just a regular day for Greg Gian
It’s not every day that your former opponent spends $250,000 of his own money to bankroll your opposition. But that’s just a regular day for Greg Gianforte.
Greg Gianforte and special interest groups know that we are outraising most of our opponents in Montana. That’s why they’re asking every deep-pocketed donor to get involved and are scraping the bottom of the barrel.
Let’s make sure it stays that way.
Right now, our opponents have a lot of wiggle room with Gianforte’s newest $250,000 lifeline. We’ve got to match that strength. Can we count on our top supporters to help us keep ahead of the newest influx of cash?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25
$50 $100
$250 Other
Greg is happy to play the hard-working Montanan, but he doesn’t know that the hard-working Montanan doesn’t have $250,000 to burn. Instead, we work hard for every penny. Countless Montanans live paycheck to paycheck, deciding when to fill prescriptions, pay for college or even get food on the table.
That’s who Kathleen’s fighting for -- not Washington elites.
Our grassroots team is supporting Kathleen with their hard-earned money, and we couldn’t be prouder. Come join us today, by chipping in $15 right now.
Thank you,
Team Kathleen
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-03-04,17,Wed,1a93a43698c23dbae184762e37b85706,08f13962c5b2090e32c902552a4ff634,No
Cora Neumann,teamwilliams@kathleenformontana.com,I’m proud to throw my support behind Kathleen Williams,"I’m Cora Neumann, a Former Candidate for Montana’s U.S. Senate Seat, and I proudly endorse Kathleen Williams in her race to represent Montana's lone U
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Hi everyone,
I’m Cora Neumann, a former Candidate for Montana’s U.S. Senate seat, and I proudly endorse Kathleen Williams in her race to represent Montana's lone US House seat.
Before I tell you why, will you pitch in $30 to Kathleen’s campaign to send a proven leader to Congress? In just a few months, we can send her to Washington to fight for us, our communities, and our public lands. This is only possible with a strong grassroots team standing with her. Will you donate today?
Throughout my career, I have worked with and mentored women leaders -- from local health practitioners to First Ladies -- in their efforts to serve our communities. At the State Department, I worked on women's economic empowerment and leadership in the US and worldwide.
Both personally and professionally, I am committed to seeing more women’s voices at the table. It’s good for the economy, for society, and for the future of our planet.
I also know a special leader when I see one. That is why I am very proud to endorse Kathleen Williams for her run for Montana’s lone House seat.
If you’re ready to send an independent voice to Washington who will put Montana first, then it’s time to elect Kathleen Williams. Join me in endorsing Kathleen today by chipping in any amount to support her campaign.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25
$50 $100
$250 Other
Having women in Congress means effective policies will see the light of day more often. In fact, during this COVID-19 response, we are seeing some of the most rapid, comprehensive and effective responses come from women leaders.
We need Kathleen fighting for Big Sky Country on Capitol Hill now more than ever. Join me in endorsing a clear choice for our state by chipping in $10, $27, or any amount today.
Thank you,
Cora Neumann
Former Candidate for Montana’s U.S. Senate Seat
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-04-29,20,Wed,d515e996c00f286fceed64e4f4f631a8,08f13962c5b2090e32c902552a4ff634,No
Kathleen Williams,teamwilliams@kathleenformontana.com,Stepping up to the plate,"The current public health and economic challenges further remind us that we need strong, principled leadership in Washington. So, we are continuing to
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
The current public health and economic challenges further remind us that we need strong, principled leadership in Washington. So, we are continuing to work hard, with your help, to raise the resources needed to get there.
At the end of March, we will be submitting all of our fundraising numbers for our first public report of 2020.
This next Tuesday, everything we’ve done in the past three months will be out in the open for every eye to see. Let’s make sure we send in a report that will make every person who is a part of this campaign proud.
We’re looking to boost our fundraising numbers to keep outraising our opponents. Can you give $25 today to our $20,000 March 31st end-of-quarter goal?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50 $100 Other
This first public report of the election year is a major benchmark for the progress of our campaign. With Election Day on the horizon, all eyes will be on Montana to see how powerful our campaign is.
We’ve seen a groundswell of supporters join our campaign from Troy to Broadus and Plentywood to Darby, but we have to turn that support into donations in order to show our opponents the strength of our movement.
Please chip in your $25 today and let’s keep our momentum going. Time’s ticking, and there are only 8 days left.
Thank you,
Kathleen Williams
Kathleen Williams for Congress
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-03-23,14,Mon,17304fdb80fb5e79315467417ab78d58,08f13962c5b2090e32c902552a4ff634,No
Jeff Allen,teamwilliams@kathleenformontana.com,Your action works!,"Jeff here, I just wanted to bump this email to show how powerful our grassroots movement can be. Jus
Jeff here, I just wanted to bump this email to show how powerful our grassroots movement can be. Just from this email below, we were able to bring in another $3,467 in donations.
This is the power of your campaign at work. Now we’re the closest we’ve been to reaching our goal for August and making a huge push before our final quarterly FEC report of the election cycle.
The job isn’t done yet. We still need to raise over $3,000 and we only have one more day to do it. Will you help us close the books on August strongly with just a $5 donation?
Thank you,
Jeff Allen
Campaign Manager
Kathleen Williams for Congress
\-----FORWARDED MESSAGE-----
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Here’s some insight into what we do every day. With your contributions, we build the resources it’ll take to win November’s historic election.
Just look at what we’ve been able to accomplish since we started our final, end-of-month fundraising push for August.
Budget sheet
We’ve made a major dent into our goal, but we still need a final push to help us get past the finish line. Will you chip in $10 right now to help grow some more green on our tracking sheet?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50
$100 $250 Other
We’re in the final three days before August ends, and we’re still facing a deficit in our internal projections. Without your support today, we might not be able to sustain the momentum we’ve worked so hard to build.
We’re not giving up on our monthly goal just yet. Help us make it past the finish line right now.
Thank you,
Blake Thompson
Finance Director
Kathleen Williams for Congress
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-08-30,19,Sun,a59c1bff8f99854ade3108b4ab4c8d27,08f13962c5b2090e32c902552a4ff634,No
Montana HQ,teamwilliams@kathleenformontana.com,We should have seen this coming,"Folks, Greg Gianforte is out of touch with our Montana values and here’s how we know: Greg Gianforte ha
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Folks, Greg Gianforte is out of touch with our Montana values and here’s how we know:
Greg Gianforte has voted against protections for those with pre-existing conditions so people wouldn't be able to get the care they need.
Now, Montanans have to make decisions about whether they go to the doctor or put food on the dinner table.
Enough is enough. It’s time to send a real representative for hardworking Montanans to Congress this November. Chip in $15 today to help send in Kathleen Williams to fight for the expansion of health care coverage for every family. Donate today.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25
$50 $100
$250 Other
Kathleen has gotten results. She’s protected care for cancer patients, fought against insurance discrimination and surprise medical bills, and helped extend coverage to over 90,000 Montanans. She already has a plan to further expand healthcare affordability and access for Montanans when she gets to Congress. No matter pre-existing conditions or income, expanding coverage and access is one of Kathleen’s top priorities.
Montana is Kathleen’s top priority. Chip in today to help send a proven healthcare advocate like Kathleen to Washington.
Thank you,
Montana HQ
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-04-17,17,Fri,f7e4ea3aa70d10188c4fb5f982b229f7,08f13962c5b2090e32c902552a4ff634,No
Public Lands -- via Team Kathleen,teamwilliams@kathleenformontana.com,Help Kathleen fight for our public lands,"For Kathleen, fighting for our public lands isn’t political -- it’s personal. As a natural resource expert and former State Representative, Kathleen
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
For Kathleen, fighting for our public lands isn’t political -- it’s personal.
As a natural resource expert and former State Representative, Kathleen has spent her time managing America’s most important resources like clean water, fresh air and our valued open spaces. She understands just how critical the role public lands play in keeping Montana’s communities vibrant.
Will you chip in $30 to send public resource expert, Kathleen, to Congress where she’ll fight to protect Montana’s important public lands?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50
$100 $250 Other
Instead of seeing our outdoors as a resource that needs proper management and care, Montana Republicans have a different vision -- they see land that’s ripe for development.
That’s why Kathleen is running to defeat our millionaire, East Coast developer opponent who’s pushed for the transfer of public lands -- all to make them easier to sell off to the highest bidder.
We need to fiercely defend Montana’s outdoor heritage for future generations. If you agree, chip in $25 to send Kathleen to Washington to ensure we conserve our public lands for future generations.
Thank you,
Team Kathleen
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-09-05,14,Sat,3f4200270be85a2207d23ac8a0f9f09a,08f13962c5b2090e32c902552a4ff634,No
Kathleen Williams,teamwilliams@kathleenformontana.com,The team and I are watching the numbers,"Team, The team and I will be here all night making sure that we raise the last $995 we need to hit our
Team,
The team and I will be here all night making sure that we raise the last $995 we need to hit our final end-of-quarter goal before the election.
We’re prepared for a long night, but I know my team of supporters will help us reach our goal before midnight.
Chip in $15 right now, and let’s move past this final hurdle and sprint forward to Election Day.
You can use this link to submit your donation: [[URL REDACTED]]
Thank you,
Kathleen Williams
Kathleen Williams for Congress
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana. Authorized by Biden for President.
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-09-30,21,Wed,181ae07ac3fa738bc255cc29835c6819,08f13962c5b2090e32c902552a4ff634,No
Team Williams,teamwilliams@kathleenformontana.com,Kathleen Williams Bozeman Volunteer Opportunity,"Kathleen is kicking off a robust volunteer operation and we are hoping you will join us at our campaign headquarters in Bozeman to lend a hand.
Kathleen for Congress
Hi friend,
This is Sam from Kathleen Williams' campaign. I am following up on your interest in volunteering. Kathleen is kicking off a robust volunteer operation and we are hoping you will join us at our campaign headquarters in Bozeman to lend a hand.
Kathleen for Montana - Bozeman Night of Action
Tuesday, February 18th from 4:30 PM- 6:30 PM
(And most Tuesdays moving forward)
407 W Main, entrance in the ally
Next to Bamboo Garden
Since the weather is still chilly, we are going to be making phone calls to engage Kathleen's supporters across the state. Can Kathleen count on your help? Please bring a friend with you.
If you would like more information or have any questions, please don't hesitate to contact me. You can reach me by replying to this email or by calling/texting (406) 925-3221. If Tuesdays do not work for you, we are happy to find a time for you to be involved.
Thank you for all you do for Kathleen. We look forward to seeing you next week!
Best,
Sam
Paid for by Kathleen Williams for Congress
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-02-11,19,Tue,dbb8fb81ec850593f1d387b4f1cace84,08f13962c5b2090e32c902552a4ff634,No
Team Kathleen,teamwilliams@kathleenformontana.com,"Thank you, nurses!","Friends, Nurses across the country are putting their lives on the line as they battle the COVID-19 pa
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Friends,
Nurses across the country are putting their lives on the line as they battle the COVID-19 pandemic.
With National Nurses Day this week, we want to let nurses all across the country know how deeply we appreciate their work fighting on the frontlines of this public health crisis.
Will you sign our campaign’s thank you card to nurses in Montana and around the country?
Sign The Card
Even beyond our current crisis, nurses are critical to making sure our nation is healthy and cared for. These deeply committed healthcare professionals made it their responsibility to lend their services to every community.
Montanans recognize hard work and now it’s up to us to show our appreciation for nurses.
Will you add your name to Kathleen’s thank you card to help us celebrate National Nurses Day this week?
Thank you so much for your support,
Team Kathleen
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans, and protect Montana's outdoor heritage.
CONTRIBUTE
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-05-06,21,Wed,6458320cb515b018048b8fc604b7fa7b,08f13962c5b2090e32c902552a4ff634,No
