,from_name,from_address,subject,body_text,name,office_sought,party_affiliation,office_level,district_type,final_website,crawl_date,source,state,type,subtype,date,hour,day,uid_email,uid_inbox,incumbent
43,Lindsey Graham,campaign@lindseygraham.com,My opponent raised $57 MILLION  ,"BREAKING NEWS: My liberal opponent just announced he raised $57 MILLION in just three months.
🚨 BREAKING NEWS 🚨
Alex,
My Democrat opponent just announced his fundraising numbers for the third quarter, and they are record-shattering.
HELP TEAM GRAHAM FIGHT BACK
Alex, my liberal opponent is raising enormous amounts of cash from out-of-state donors because I am the number one target of the radical Left. I need your support today to fight back and show them South Carolina's Senate seat is not for sale, and we only have 23 days to go!
Chip in $5 →
Chip in $10 →
Chip in $25 →
Chip in $35 →
I am confident we will continue our momentum with your help. Thank you for being a critical part of Team Graham.
Many thanks,
Lindsey Graham
Lindsey Graham
Donate Today →
* * *
A conservative leader who gets things done
Lindsey Graham is a fighter who doesn't back down from a challenge. He's a conservative who gets things done. He's a leader who puts our country above all!
In the United States Senate, South Carolina's Lindsey Graham has earned a reputation as a conservative, a problem-solver, and a leader who gets things done. He is a great friend to our men and women serving in uniform, a respected voice on national security matters, a leading advocate for cutting the out-of-control spending in Washington, and a champion for confirming conservative judges.
Support Senator Graham!
We want to make sure you're a proud member of Team Graham, and we don't want to bother you. To receive only the most important emails, please click here. We'd hate to see you go, but if you'd like to unsubscribe, please click here.
Facebook Email Email Email
Paid For By Team Graham, Inc.",Fund for America's Future,,,,,https://www.fundforamericasfuture.com/,12-02-2019,orgs,,Leadership/Single-issue PAC,Leadership PAC,2020-10-11,13,Sun,8e7d1839d7e34d3504a196ab8132d518,6c334cc2401899c5527ec5c1433c7744,
44,Flip the Senate,information@democrats.senatemajority.com,"re: Susan Collins, Thom Tillis, Martha McSally","#
Martha McSally.
Thom Tillis.
Susan Collins.
Time and time again these GOP Senators have voted in lockstep with Donald Trump — letting their loyalty to power and dark money come before their promise to serve their country.
Now, their Senate seats are hanging on by a thread in the midst of this Supreme Court fight. The New York Times just released a series of polls from battleground states showing these Senators lagging behind their Democratic challengers!
National Republicans are terrified of losing their majority. Right now, they’re dumping tens of millions into Maine, Arizona, North Carolina, and other battleground states just to stay above water.
Alex, there’s no doubt about it: we have a real shot at ending the GOP’s stranglehold on the Senate majority and we only need to flip these three seats (plus one more!) to do it. So, we’re asking:
Will you make an immediate donation of $3 (or more!) to help us flip these Senate seats blue this November? With your support, we can ditch Mitch’s corrupt majority and elect Democrats across the country:
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Chip in $10 now
Chip in $25 now
Chip in $50 now
Chip in $100 now
Chip in $250 now
Another Amount
We can do this!
— Flip the Senate
Paid for by SMP, [[URL REDACTED]], and not authorized by any candidate or candidate's committee.
SMP
700 13th St NW
Suite 600
Washington, DC 20005
United States
unsubscribe",Senate Majority PAC,,,,,https://www.senatemajority.com/,12-02-2019,orgs,,Super PAC,,2020-09-23,18,Wed,323ad295ce8daf281c047b4d6f6e4920,4be415a16c4b61a9c19d824f673aed30,
45,Nikki Haley,info@honorgop.com,Terrible.,"I just heard some terrible news that came in back to back to back. 1. Joe Biden just raised $2,500,000 with Kamala Harris in one night. 2. Nancy Pelosi scheduled four fundraisers with Hollywood's richest Liberals to elect Democrats. 3. Biden's campaign just added 1,500,000 new liberal members to their team. In the span of just a few days, our chances of retaking the House were SERIOUSLY challenged.
To unsubscribe, click here.
Friend,
I just heard some terrible news that came in back to back to back.
1\. Joe Biden just raised $2,500,000 with Kamala Harris in one night...
2\. Nancy Pelosi scheduled four fundraisers with Hollywood's richest Liberals to elect Democrats...
3\. Biden's campaign just added 1,500,000 new liberal members to their team...
In the span of just a few days, our chances of retaking the House were SERIOUSLY challenged.
That's why I'm teaming up with Steve Scalise. He's offering to QUADRUPLE MATCH your gift through midnight.
The Democrats are ready to do what it takes to win. That's why we need you.
[[URL REDACTED]]
Quadruple Match $250 >>
Quadruple Match $100 >>
Quadruple Match $50 >>
Quadruple Match $25 >>
Quadruple Match $10 >>
In just a few days, the Left took a huge step toward victory.
We need to act and we need to do it now.
Please hurry, Friend. All gifts will be quadruple matched through midnight.
My very best,
Team Up With Me and Scalise.
Nikki Haley
Paid for by Scalise For Congress
PO BOX 23219
Jefferson, LA 70183
Privacy Policy
To opt-out, please click here.",Tea Party PAC,,,,,https://teapartypac.org/,12-02-2019,orgs,,Super PAC,,2020-06-25,8,Thu,1a45993cc3a604b872b227a8a8cfa170,a29669159cad2526ebfc10718b6b3eaf,
46,Teaparty 247,news@teaparty247.org,Breaking: Patriots Launch Urgent Plan to Take Down BLM,"Please read or  Unsubscribe here
Official [[URL REDACTED]] Alert
Safeguarding Our Rights, Freedoms and Liberties 24/7
Learn more about RevenueStripe...
Fellow Conservative,
Did you miss our 2020 Tea Party Election Report? In case you did miss it, here's a second chance to get looped in. This is serious:
We're being outraised by the marxists at BLM by MILLIONS!
Help us close the gap!
Will you please chip in $25, $50, or even $100 RIGHT NOW to the 2020 Tea Party Election Warchest to help us fight back against BLM and the socialist forces hell-bent on destroying America? Help us close the fundraising gap with any donation and get an immediate 5X-IMPACT!
Your generous gift today will be added to gifts from our fellow patriots to fight back against the tide of scorched-earth socialism destroying our republic. President Trump's fight to keep those forces at bay and Keep America Great depend entirely on whether we and our fellow patriots pull our weight!
This is VERY serious; we cannot assume victory in November. It's absolutely essential that Tea Party patriots -- ALL of us -- step into the breach and provide critical ammo in the battle to defeat the radical Left!
Your generous donation before MIDNIGHT will get immediate 5X IMPACT!
Thanks for joining us on the frontline,
Steve Eichler
CEO, Tea Party PAC
GET 5X IMPACT NOW
\---------- Forwarded message ---------
From: [[URL REDACTED]]
Date: Wed, Jul 22, 2020 at 11:17 AM
Subject: Election Report: BLM is outraising us!
ELECTION 2020 UPDATE: BLM'S FUNDRAISING LEAD IS GETTING BIGGER!
Fellow Conservative,
Attached below is our Tea Party 2020 Election Report with critical details on the situation facing us in November:
Fellow Conservative,
**CLASSIFIED: DO NOT FORWARD OR SHARE**
2020 ELECTION REPORT
From:  TEA PARTY ELECTION HQ
Re: 2020 ELECTION WARCHEST - $1 MILLION IN 30 DAYS
Our internal fundraising reports for 2nd quarter of 2020 just came out, and we're severely behind in critical fundraising compared to the massive haul by BLM and their vast leftist political operation. If they continue their strong fundraising lead, they'll also continue their scorched-earth strategy to pull down our statues, rewrite our nation's history, and ultimately defeat President Trump in November!
The likelihood they'll prevail and achieve Obama's goal of ""fundamentally transforming"" America is now closer than it's ever been! And they'll succeed if we do not fight back IMMEDIATELY!
DEFEAT THE RADICAL LEFT
SOCIALIST BLM PROBLEM: The radical socialist network led by BLM is growing emboldened by weak-kneed leaders caving to their idiotic demands, which is prompting leftist donors to jump onboard with LOTS of cash. The worst part is that momentum in the last 30 days has given them a massive fundraising dollar advantage in the MILLIONS!
TEA PARTY PAC ANSWER: The Tea Party PAC is leading the war to back President Trump with critical ammo to defeat the radical Left ahead of November. Ensuring we overtake BLM and their radical network BEFORE the end of the month is a make-or-break situation for victory in November!
TEA PARTY ELECTION WARCHEST
END-OF-MONTH GOAL:  $1 MILLION
% RAISED TO DATE:  42.3% TO GOAL
5X-IMPACT STATUS: ACTIVE
500% IMPACT $500
500% IMPACT $250
500% IMPACT $100
500% IMPACT $50
500% IMPACT $25
Fellow Conservative,
Shutting down the scorched-earth campaign by BLM and their radical socialist network won't be [[URL REDACTED]] it's absolutely CRITICAL if we're serious about keeping President Trump in office and saving our republic! It's essential we have the necessary resources to utterly defeat them!
Please! Rush a generous gift to the TEA PARTY 2020 WARCHEST and help us reach our $1M goal for this month >>>
Thanks for fighting alongside us,
Steve Eichler,
CEO, Tea Party PAC
## We the People Stand United to Safeguard Our Rights, Freedoms and Liberties 24/7.
### This message is paid for by the Tea Party. Not authorized by any candidate or candidate's committee.
DISCLAIMER
Use of this Publisher's email, website and content, is subject to the Privacy Policy and Terms of Use published on Publisher's Website. Content marked as ""Special"" or ""Sponsored"" may be paid for by advertisers and are not endorsed by our company. The content in our emails is for informational or entertainment use, and is not a substitute for professional advice. Always check with a qualified professional for treatment advice and/or diagnosis. Be sure to do your own careful research before taking action based on anything you find in this content.
View Online
This email was sent by:
Teaparty, Inc.
4533 MacArther Blvd.Penthouse 238
Newport Beach Ca. 92660",Tea Party PAC,,,,,https://teapartypac.org/,12-02-2019,orgs,,Super PAC,,2020-08-01,19,Sat,cb652c2f0f78f077e644c49ca4454cb2,a29669159cad2526ebfc10718b6b3eaf,
47,Outraged Patriot,news@outragedpatriot.com,BREAKING: Top Democrat Calls It – “Debate Is Over”(VIDEO),"🚩If you're not outraged, you're not paying attention!
Real News for Real Americans
BREAKING: Top Democrat Calls It – “Debate Is Over”(VIDEO)
BREAKING: BLM Supporter Caught Setting WildFire – This Is Shocking
Fellow Patriot,
The radical left has officially lost their minds... and they're no longer holding back.
Riots in the streets... burning U.S. flags... even the MURDER of Trump supporting Americans.
The very fabric of our country is being purposefully ripped apart and trampled... and President Trump is the ONLY thing standing in the way of their complete and utter takeover.
It's becoming clearer each and every day - this election is the most important decision America has faced in generations.
The choice is clear: Law & Order or Total Chaos.
What we do right now will determine the fate of America as we know it.
Will you add your name in support of Donald Trump and confirm your seat on the TRUMP TRAIN today?
## >> Click Here to Join the Trump Train <<
We need as many signatures from patriots like yourself in order to show the world that Americans are UNITED behind their President.
We will not back down... EVER!
Will you stand for America and add your name today by  clicking HERE and adding your name?
Let's show President Trump that he's got our support!
It's going to take everything we've got to win this election... and we can't do it without everyone stepping up and standing together in defense of American Values.
We cannot let the radical left tear down everything our country stands for.
Please, add your name today and confirm your seat on the Trump Train to VICTORY!
## >> Click Here to Join the Trump Train <<
This email was sent by:
Outraged Patriot
651 N Broad St, Suite 205 #1146
Middletown , DE 19709
If you no longer wish to receive news updates, you can click HERE to unsubscribe at any time",Tea Party PAC,,,,,https://teapartypac.org/,12-02-2019,orgs,,Super PAC,,2020-09-12,7,Sat,d4a91ba26bdb95c64755d146adb5ed05,a29669159cad2526ebfc10718b6b3eaf,
48,"Jenny Beth Martin, Tea Party Patriots Citizens Fund",jenny.beth@teapartypatriots.org,No state bailouts & other action items!,"TEA PARTY PATRIOTS ACTION LIVE
THIS AFTERNOON - MONDAY, MAY 4TH @ 1 P.M. ET » [[URL REDACTED]] OR [[URL REDACTED]]
While we all continue to deal with the fallout from coronavirus and the responses by our local and state governments, and even though the House isn’t meeting right now, we must stay vigilant and watch their every move. The left wants so badly to use the virus as the reason to bail out profligate, blue states. We cannot let them!
Ongoing Action
Pray for our nation!
Action Item #1
Call or use the online contact form for your federal Representative and Senators to tell them NO state bailouts! Democrat Governors and their allies in Congress want to use federal tax dollars to bail out blue states that have spent decades overspending and overtaxing their residents. Now they see that there’s a possibility they could get money to bail out their bankrupt pension funds (as one example) with tax dollars from citizens who live in states that have responsibly managed their budgets. Their goal is to use coronavirus as the excuse, blaming their budget shortfalls on the virus, rather than on their decades of bad behavior. So, we must speak up now against this!
Legislator
sen. Marco Rubio (R)
284 Russell Senate Office Building
Washington DC 20510
VISIT WEBSITE
Call (202) 224-3041
Facebook Page
Tweet @SenRubioPress
Legislator
sen. Rick Scott (R)
716 Hart Senate Office Building
Washington DC 20510
VISIT WEBSITE
Call 202-224-5274
Facebook Page
Tweet @SenRickScott
We estimated that you live in the state of FL, but we were unable able to determine your Congressional District. Please Update Your Profile or go to Find your Members of Congress to locate it.
Sample Script/Content for Contact Form
Hi, my name is [Your Name], and I live in [City, State]. I’m contacting you to urge you to vote NO on any state bailouts. It is fundamentally unfair to make the taxpayers in a state that has been fiscally responsible bail out the states that have been fiscally irresponsible for decades. And, it is shameless to use coronavirus as the excuse. It would be a travesty of justice and a violation of our system of federalism to force one state to pay for the bad behavior of another. I strongly urge you to stand against any form of a state bailout. Thank you.
Action Item #2
Email or call your Governor’s office with the following information, depending on the situation in your state.
* If your state has released plans to reopen soon: Thank them and encourage them to continue with the reopening plans.
* If your state is not reopening/the lockdown is being extended: Urge them to start reopening your state and communities, and to stop the lockdowns.
Action Item #3
If you or someone in your family (like your spouse, for example) has been laid off personally, please send us a video about what happened to you. Talk about how you were doing before all of this, how you’re doing now, and whether or not you are optimistic about your future. There are many people in the media, on the left, and even some conservatives who keep repeating the idea that joblessness is not really a big deal. Or, that the economic devastation is not a big deal.
In order to get you back to work so you can care for your family, we need to show the truth. We need to show that every job loss is a personal tragedy for that person and that family. They’re not vague, impersonal numbers. You are a real person and there were real consequences when you lost your job because of government orders. Additionally, we all care about protecting vulnerable, high-risk Americans, but we should also care about protecting families from enforced destitution. We can care about both at the same time! Send your videos to [[URL REDACTED]]
In liberty,
Jenny Beth Martin
CONTRIBUTE
Tea Party Patriots Citizens Fund
Tea Party Patriots Action operates as a social welfare organization under section 501(c)(4) of the Internal Revenue Code. Contributions to Tea Party Patriots Action are not deductible as charitable contributions for income tax purposes.
© 2020 Tea Party Patriots Action
80 M St SE, First Floor, Washington, D.C. 20003
View This Email in a Browser | Manage Subscriptions or Unsubscribe",Tea Party Patriots Citizens Fund,,,,,https://www.teapartypatriots.org/,12-02-2019,orgs,,Super PAC,,2020-05-04,10,Mon,b234fd3962834f88323559c3754a138c,b93b2dfcdca1615a0343057c527638f9,
49,NVGOP,info@nevadagop.org,As a special thank you for helping us CRUSH our fundraising records...,"merchandise sale
Nevada GOP
NEVADA GOP STORE & MAGA NEVADA MERCH
As a special thank you for helping us CRUSH our online fundraising records this month, all merchandise is on sale for TODAY ONLY.
Visit our Nevada GOP store NOW. All items are on sale for today only (already marked down for convenience). Pricing will go up tomorrow!
Visit the Nevada GOP STORE >>
TOP SELLING ITEMS
Store Top Items
FEATURED T-SHIRT
Defund Democrats Tee
Visit the Nevada GOP STORE >>
FEATURED BUMPER STICKERS
bumper stickers
Visit the Nevada GOP STORE >>
Unsubscribe",Nevada Republicans,,Republican Party,,,https://nevadagop.org/,12-02-2019,orgs,Nevada,State Political Party,,2020-09-03,13,Thu,d713b9344b95ec00e8cc7f8f3cde6307,857d03d827edfbc3978dd7c11446dde7,
50,LAST CALL,info@dscc.org,LAST CHANCE to quadruple your impact!,"Your triple-match offer expires in a few hours!
Democratic Senatorial Campaign Committee
Nate Silver's 538: '[[URL REDACTED]] Senate has to be considered a toss-up....'Four competitive Senate racesWe need to flip FOUR seats to take back the SenateDonate before TRIPLE-MATCH expires!
We need your help to flip the Senate. If you've saved payment info with ActBlue Express, your donation will be processed immediately. Donate $5 (becomes $20)
Donate $10 (becomes $40)
Donate $25 (becomes $100)
Rush Another Amount
Photos by Gage Skidmore. CC BY-SA 2.0.
* * *
The DSCC is the only committee solely dedicated to supporting Democrats in the U.S. Senate, and our work relies on grassroots supporters like you. If you'd like to make a contribution to support us, please click here.
Click here to receive fewer emails. Click here to unsubscribe.
Paid for by the DSCC | PO Box 96047, Washington, DC 20090 | [[URL REDACTED]] | Not authorized by any candidate or candidate’s committee.
Contributions or gifts to the DSCC are not tax deductible.",Michigan Democrats,,Democratic Party,,,https://michigandems.com/,12-02-2019,orgs,Michigan,State Political Party,,2020-11-03,9,Tue,030a10c34ebd70e55ed8eac10fe23997,525af881667915879d543e87ec71e7c3,
51,DC Democratic Party,communications@dcdemocraticparty.org,VOLUNTEERS NEEDED! Get Out The Vote for the Maine Democrats!,"Join us for a phone bank training tomorrow, and volunteer with us Monday evening!
Maine's primary election is this Tuesday, July 14, and the DC Dems are helping them Get Out The Vote! Maine is one of the most important states in play to flip the Senate this November, and to guarantee a win for Joe Biden.
We'll be phone banking on Monday, July 13 from 5-8pm and Tuesday, July 14 from 12-1pm. You can sign up HERE. There will be trainings at the start of both shifts, but you can also sign up for a training tomorrow, Saturday, July 11 at 3pm (sign up HERE).
Facebook
Twitter
Link
Website
© 2020 DC Democratic Party. All Rights Reserved. Paid for by the DC Democratic State Committee.
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list.
Donate",District of Columbia Democrats,,Democratic Party,,,https://www.dcdemocraticparty.org/,12-02-2019,orgs,District of Columbia,State Political Party,,2020-07-10,18,Fri,6ad7207eda4d26bea33350792e5ee817,6030f13814b1609a6be8af4f33c147cb,
52,QUADRUPLE IMPACT ALERT (via DCCC),dccc@dccc.org,as of 11am:,"It’s truly unprecedented:
The Washington Post just reported Donald Trump’s re-election campaign has spent more than $1,OOO,OOO,OOO.
And that isn’t the only number that has us deeply concerned.
Last month, Trump’s campaign donors skyrocketed national Republicans to their best online fundraising month EVER.
If we drop the ball at this moment -- the most critical week in the race -- it could doom our chances of winning the White House and fortifying our Majority.
That’s why we’re coming to you right now.
Can we count on your $1 to fortify our Majority before our End of Month Deadline?
12O-HOUR DEADLINE: ALL GIFTS TRIPLE-MATCHED
Triple match your $1 >>
Triple match your $35 >>
Triple match your $50 >>
Triple match your $100 >>
Triple match your $250 >>
Or triple match another amount >>
Thank you,
DCCC
Paid for by the DCCC | 430 South Capitol Street SE, Washington, DC 20003 | (202) 863-1500 | [[URL REDACTED]] | Not authorized by any candidate or candidate's committee.
This message was sent to: [[EMAIL_REDACTED]] | If you'd like to sign up for emails in a different account, click here.
We believe that emails are a crucial way for our campaign to stay in touch with supporters. However, if you'd just like to receive fewer emails, you can click here.
We’re working hard to make sure our Democratic Majority is protected -- and to end Donald Trump’s relentless attacks on President Obama’s legacy. We need all hands on deck if we’re going to fight back against Trump’s Republicans and expand our historic Majority. Our success relies on grassroots supporters like you. 99% of our contributions come from grassroots donations, with an average gift of $19. If you'd like to unsubscribe from DCCC emails, click here. If you'd like to make an online donation, click here. Thanks for your support of Democrats!
Contributions or gifts to the DCCC are not tax deductible.",Democratic Congressional Campaign Committee,,Democratic Party,,,https://dccc.org/,12-02-2019,orgs,,Political Committee,,2020-08-26,11,Wed,d685adc6cdfa36e50e650876b2b33df8,d8e6a0d723ea279333464560c48557cf,
53,Donald Trump Jr.,conservatives@nrsc.org,Why haven't you answered?,"I've reached out several times trying to get a hold of you. This is the last time I'm reaching out about the EXTENDED deadline to make 5X impact to defend my dad and his Senate allies in November.
If you would prefer not to receive future emails from the NRSC, visit here.
Friend, I’ve reached out MULTIPLE times trying to get ahold of you.
My brother tried, too. So did Mitch McConnell, Karl Rove, Sarah Huckabee Sanders, and Newt Gingrich.
The extended deadline for 5X Matching is 11:59PM TONIGHT, and my father’s allies need YOUR help. Rush an immediate 5X MATCHED donation.
Chip in now >>
My father was incredibly disappointed when he heard you haven’t helped out. I told him I’d try one more time.
We are in serious danger of losing the White House and Senate:
\- We are losing in must-win battleground states.
\- Republicans are being outraised by MILLIONS thanks to liberal megadonors.
\- The chances of Schumer taking the Senate are higher than ever.
Can I tell my dad you’re joining this fight and helping his allies reach this important goal?
5OO% MATCH $500
5OO% MATCH $250
5OO% MATCH $100
5OO% MATCH $50
5OO% MATCH $30
Please take this warning seriously, Friend. We're all counting on you.
Thank you,
Donald Trump Jr.
If you agree that President Trump and Republicans are MAKING AMERICA GREAT AGAIN, text MAGA to 55404 to receive mobile alerts! Message and data rates may apply. Text ""STOP"" to opt-out. T&C/Privacy Policy.
Paid for by the NRSC.
Not authorized by any candidate or candidate's committee.
[[URL REDACTED]]
Contributions to the NRSC are not deductible as charitable contributions for federal income tax purposes.
This email was sent to: [[EMAIL_REDACTED]]
NRSC, 425 2nd Street NE, Washington D.C. 20002
The NRSC is the sole national committee dedicated to strengthening our Republican Senate majority. We believe that emails are a vital way for us to communicate with supporters like you through breaking news alerts on issues and events critical to the future of our country and our Republican Senate majority. This committee is 100% committed to defeating all Democrat Senate candidates this cycle, but we rely on the generosity of supporters like you. 99% of the NRSC’s donations come from small donations from our grassroots supporters.
This message reflects our committee’s views and opinions. You are receiving this email because you signed up as a member of our online grassroots community. If you would like to make a contribution, please visit our website here. While it is more cost-effective for our committee and our Senate campaigns to receive donations online, we do accept donations through mail. If you would prefer to mail in your donation, you can print off our donation form here and send it to our committee.
If you would prefer not to receive future emails from the NRSC, visit here. You can also view our Privacy Policy here. We thank you for your continued support this cycle.",National Republican Senatorial Committee,,Republican Party,,,https://www.nrsc.org/,12-02-2019,orgs,,Political Committee,,2020-07-07,10,Tue,dcd6be926df18c672054ff5a148b8940,d12baaed0e92cbe8563323d3ec3609cb,
54,Theresa Greenfield,info@dscc.org,We're in the fight of our lives to flip Iowa's U.S. Senate seat,"Democratic Senatorial Campaign Committee
Hey folks,
Theresa Greenfield here, and I'm running for the U.S. Senate in Iowa. My race to flip this Senate seat in Iowa is the closest in the country -- the most recent poll has us down one, 45%-44%, with my Republican opponent.  Can you step up right away to help us flip this seat and take back the Senate for Democrats?
Growing up on my family farm, I never thought I'd run for Senate. But after my first husband died -- leaving me with a thirteen-month-old and another one on the way -- Social Security survivor benefits helped keep my family out of poverty.
So when I heard that my Republican opponent said that she wanted to go ""behind closed doors"" to gut Social Security, it made my blood boil.
I'm a scrappy farm kid, so I never back down from a fight. And boy are we in the fight of our lives to flip this Senate seat. Our race is neck-and-neck, and poll after poll shows it. Nate Silver's FiveThirtyEight calls this race a toss-up. That's why Mitch McConnell and his allies are spending over $80 million on our race to stop this grassroots team.
Control of the Senate hinges on Iowa and I need your help. Please, will you rush in $5, or whatever you can, to help my campaign and the DSCC in the home stretch of this race?
For maximum strategic impact, your gift will be split between Theresa Greenfield's campaign and the DSCC.
Donate $5
Donate $10
Donate $25
Other Amount
Iowa is our best shot at taking back the Senate. If we fail, we’re facing another six years of McConnell and Ernst’s ""leadership."" That could mean six more years of folks with pre-existing conditions afraid of losing coverage, inaction on climate change, and our hardworking families suffering.
We cannot let that happen. We need to take back the Senate, and to do that we have to win here in Iowa. But we're running out of time to get our message out. Iowans are already voting, and McConnell and his allies will do -- and spend -- whatever it takes to win.
I'm running this campaign the right way -- without a dime in contributions from corporate PACs. That means I'm counting on grassroots supporters like you to step up right away. Pitch in $5 or more now to help flip this seat and take back the Senate.
Let's get to work,
Theresa
Donate $5 Now
* * *
The DSCC is the only committee solely dedicated to supporting Democrats in the U.S. Senate, and our work relies on grassroots supporters like you. If you'd like to make a contribution to support us, please click here.
Click here to receive fewer emails. Click here to unsubscribe.
Paid for by the DSCC | PO Box 96047, Washington, DC 20090 | [[URL REDACTED]] | Not authorized by any candidate or candidate’s committee.
Contributions or gifts to the DSCC are not tax deductible.",Blue Wave Project,,,,,https://www.bluewaveproject.org/,12-02-2019,orgs,,Leadership/Single-issue PAC,Leadership PAC,2020-10-22,20,Thu,7699cc07e981a459457db42f2abdce6d,c8dc10ebcbe0d68113cbd98b18d83e86,
55,no time to waste,info@traindemocrats.org,Katie Porter's plea >>,"We FAILED to meet our critical goal... Our House Majority is in JEOPARDY!
This email will take you 2 minutes to read… but if Trump’s Republicans succeed in DEFEATING Democrat Katie Porter in 2020, Democrats will be ruined for TWO YEARS… so listen up! >>
FIRST: We told you Republicans were going AFTER Democrat Katie Porter...
THEN: We set a major fundraising goal to help RE-ELECT Rep. Porter...
BUT NOW: We FAILED to meet our critical goal… Our House Majority is in JEOPARDY!
SO: We’re re-launching a NEW fundraising goal for March to win this for Katie Porter, can you donate just $5 NOW?? >>
NEW FUNDRAISING GOAL: $20,000 $50,000
NAME: [[EMAIL_REDACTED]]
DONATED TO RE-ELECT DEMOCRAT KATIE PORTER?
*NO DONATION IN MARCH*
CHIP IN $5 NOW >>
CHIP IN $35 NOW >>
CHIP IN $50 NOW >>
CHIP IN $100 NOW >>
CHIP IN $250 NOW >>
Or donate another amount >>
We’re not messing around.
Re-electing Democrat Katie Porter is DO or DIE for our House Majority.
But we can’t do this without your help today -- we’re DEPENDING on you!
Can you please donate just $5 now to re-elect Democrat Katie Porter?
CHIP IN $5 NOW >>
CHIP IN $35 NOW >>
CHIP IN $50 NOW >>
CHIP IN $100 NOW >>
CHIP IN $250 NOW >>
Or donate another amount >>
[[URL REDACTED]]
Thanks for showing up,
National Democratic Training Committee
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
National Democratic Training Committee
Paid for by the National Democratic Training Committee, [[URL REDACTED]], not authorized by any candidate or candidate's committee.
Thank you for supporting the National Democratic Training Committee. Our entire team is working around the clock to train Democrats to WIN in 2020. We've already trained more than 30,000 Democrats to win -- but with your help, we can train even more. Please click below to support our training efforts:
DONATE TO TRAIN DEMOCRATS TO WIN >>
Listen, there are 518,000 elected positions in this country. Imagine if Democrats fought for every race -- no matter how small. Imagine a world where our values of compassion and dignity for all people are upheld on every school board, on every city council, and in every state legislature.
Want to run for office yourself? Please click here to explore our FREE campaign training >>
I WANT TO RUN FOR OFFICE >>
We know we email you a lot. But we promise there's a good reason:
we are 100% funded by grassroots donors like you.
We aren’t a SuperPAC. We don’t shell out to special interests. But we’ll be honest: it’s incredibly expensive. We spend every last penny trying to elect Democrats who will make a difference in Florida.
But if you'd like to receive fewer emails, you can click here. If you'd like to unsubscribe from our emails, click here. Change or update your email address by clicking here.
If you'd like to donate to fund our PROVEN Democratic training program, please click here >>
Contribute >>
Like us on Facebook >>
Follow us on Twitter >>
From the entire NDTC team, thanks for your support!",Medicare for All PAC,,,,,https://passmedicareforall.org/,12-02-2019,orgs,,Leadership/Single-issue PAC,Leadership PAC,2020-03-07,19,Sat,b63db6f25a5c0358ad7cff53a79bee9f,ce579a7d8373de6d8abb26369f3b8a7d,
56,amazing development,info@passmedicareforall.org,Elizabeth Warren: Health care is a HUMAN RIGHT (!!),"do you agree with her???
WOW WOW WOW! Elizabeth Warren is SPEAKING the truth:
'HEALTH CARE IS A HUMAN RIGHT.' -- ELIZABETH WARREN
Do you agree with Elizabeth Warren?
I AGREE WITH ELIZABETH WARREN >>
Friend --
Because of COVID-19, millions of Americans have lost their employer health insurance.
But still, America stands alone as the only developed country in the world without universal health care.
We need to guarantee health care as a human right.
If we can get 10,000 Progressives from across the nation to AGREE with Elizabeth Warren we’ll make a BULLET-PROOF case for Medicare For All.
We could FINALLY pass this bill and SAVE millions of Americans from financial hardship and lack of health care.
BUT FIRST: If you agree with Elizabeth that health care is a human right, click here or the button below to add your name >>
I AGREE WITH ELIZABETH WARREN >>
Let us know what you think!
\-- Team MFA
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
Medicare For All
Paid for by Medicare For All. Not authorized by any candidate or candidate committee.
[[URL REDACTED]]
Medicare for All is driven by one simple mission statement: healthcare is a fundamental human right.
Every American should have access to high quality health care regardless of their income. Every year, American families see their premiums rise while their quality of care declines. Patients are dying because they are putting off medical visits they can’t afford. People are splitting prescription pills so they can make their outrageously high-priced, life-saving drugs last a little longer. We've had enough.
Medicare for All isn’t just the best path forward -- it’s the only path. Greedy insurance companies, drug manufacturers, and special interest groups have been standing in the way of real progress for too long -- we’re here to fight back. Click the button below to support our work:
CHIP IN $5 TO PASS MEDICARE FOR ALL >>
This email was sent to [[EMAIL_REDACTED]]. We know we email you a lot, but we’re up against Big Pharma and wealthy special interest groups. The only way our work is possible is through grassroots activists like you. But if you'd like to receive fewer emails from us, please click here. If you’d like to unsubscribe entirely, please click here.
With your help, we can make unbelievable progress for a more healthy and just America. And we’re so glad you’re on our team.
CHIP IN $5 TO PASS MEDICARE FOR ALL >>
We're so glad you're in this fight, thanks for being on our team!",Medicare for All PAC,,,,,https://passmedicareforall.org/,12-02-2019,orgs,,Leadership/Single-issue PAC,Leadership PAC,2020-07-19,12,Sun,029123854643db6a9806a3428e3c7d18,ce579a7d8373de6d8abb26369f3b8a7d,
