from_name,from_address,subject,body_text,name,office_sought,party_affiliation,office_level,district_type,final_website,crawl_date,source,state,type,subtype,date,hour,day,uid_email,uid_inbox,incumbent
GeorgetteGomez.org,teamgg@georgettegomez.org,Tell Betsy DeVos: Stop garnishing wages!,"#
POLITICO
“Betsy DeVos sued for seizing wages during pandemic”
Stand up to DeVos
* * *
285,000.
That’s the number of student loan borrowers in this country who had their wages garnished by Betsy DeVos in March because they fell behind on making loan payments.
This was happening despite the fact that Congress called for suspension of wage garnishment during the COVID-19 crisis. DeVos initially announced she’d implement Congress’ wishes, but new evidence -- and a lawsuit filed against DeVos -- shows that garnishments continued during the crisis.
At a time when millions are out of work and struggling, the idea that wages are being garnished is cruel and highlights the need for bold student debt reform.
Can you sign our petition calling on Betsy DeVos and the DOE to return all garnished wages and end this practice immediately?
Stand up to DeVosThis pandemic has exposed the need for new investments in the American people.
It also highlights how important it is that we continue fighting for progressive policies such as cancelling all student debt outright to help jumpstart our economy.
We can get this done, but it starts with holding bad actors like DeVos accountable.
Sign the petition to stand up to DeVos >>
Thank you,
Team Gómez
Donate
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-05-07,18,Thu,2ba19e24d6fdd3a060990c42d5254266,fc1680723c9f544e924ba51e94af3b7c,No
GeorgetteGomez.org,teamgg@georgettegomez.org,Need three more from 92176,"#
We'll get straight to it, friend.
Right now, we're about 71% of the way to our end-of-quarter fundraising goal. With the deadline set to hit tonight, that's a bit further behind than we expected to be. But the good news is we still have time to catch up:
If 3 supporters from 92176 chip in right now, we’ll be back on track to hitting our goal.
Will you be one of the three donors we need from 92176 to chip in before tonight's FEC deadline? Any amount will go a long way.
Donate $3As a reminder, this campaign is funded by people -- not corporate PACs or big special interests.
That’s why everyone -- from the press, the pundits, even our opponent -- will be taking a close at our fundraising numbers once this report goes public. They want to see if our people-powered campaign is the real deal.
Our goal for this deadline is to show that we’ve got power in numbers on our side, and your donation today will send a message that this community is ready for true, progressive change.
Please, chip in anything you can today to help us reach our FEC goal.
Thanks in advance for chipping in.
Team Gómez HQ
Donate
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-06-30,18,Tue,50cf0fefadbdb56f6234239875149cac,fc1680723c9f544e924ba51e94af3b7c,No
Finance Update (via GeorgetteGómezfor Congress),teamgg@georgettegomez.org,Election Day is 20 days away,"#
Team,
We’re approaching the most pivotal moment of this entire campaign.
We’ve got 20 days until Election Day, and our opponent has poured her and her family’s millions of dollars into funding her campaign.
That's not the way Georgette is running her campaign.
She knows what it’s like to have to work multiple jobs to pay for college. She knows what it’s like to think about having to choose between going to the doctor or paying rent. She knows what it’s like seeing the rich getting richer while the little guys are barely making ends meet.
That’s why it’s so important that we get her to Congress -- because she gets it. As she has for her entire career, she’s going to fight the good fight until the people in this country get what they deserve.
It’s crucial we have a progressive champion to stand up for us in CA-53. Rush a donation of $5 or whatever you can RIGHT NOW so we crush our midmonth fundraising goal of $20,000 >>
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Express Donate $5
Express Donate $25
Express Donate $50
Express Donate $100
Express Donate $250
Donate Other Amount
Our opponent has put over $2 million dollars of her own money into the race, and her grandparents have pumped millions more into a super PAC dedicated exclusively for her campaign.
Even though we won’t be matching our big-money candidate, we’ve got the people. The power of the people means more than every cent spent by our opponent and her family.
Together, let’s send the peoples’ candidate to Congress. Chip in $5 or anything you can to our campaign today.
DONATE
\-- Team Gómez
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-10-14,17,Wed,01ff9e97eda94505206bf985bdf21002,fc1680723c9f544e924ba51e94af3b7c,No
GeorgetteGómez,teamgg@georgettegomez.org,Breaking: San Diego City Council Passes Sweeping Moratorium on Evictions,"#
Quick update, team:
I just wrapped a City Council meeting where, in partnership with Mayor Faulconer, we unanimously passed a sweeping legislation package to mitigate the financial hardships facing San Diego citizens and small businesses due to the COVID-19 crisis.
The package includes the following five pieces:
* A temporary moratorium on evictions of residents who cannot pay rent
* A temporary moratorium on evictions of small businesses that cannot pay leases
* A prohibition on evicting tenants who reside in San Diego Housing Commission controlled apartments
* A pledge to work with banks and lenders to halt foreclosures on properties whose owners are unable to pay mortgages
* Establishes a $6 million Small Business Relief Fund to support local businesses
I will continue to keep you informed of any other developments. I also encourage you to follow us on Twitter and Facebook where I post regular updates about how you can do your part to keep your city safe.
As always, thank you for your support, and please stay safe.
Georgette
Follow us on TwitterFollow us on Facebook
Paid for by Georgette Gómez for Congress
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community. Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-03-25,19,Wed,03bc364fc2eb2cfe025f684b80dbc606,fc1680723c9f544e924ba51e94af3b7c,No
GeorgetteGómez,teamgg@georgettegomez.org,Our last push,"#
Friend,
Can you believe it? Election Day is TOMORROW.
For over a year now, we have been working tirelessly to show this district why we are the campaign best suited to serve our district in Congress.
This has been a grassroots campaign through and through. We are powered by grassroots contributions -- people chipping in $5, $15, $50 because they believe in the power of this progressive campaign.
The broad coalition of supporters we've built is inspiring. From local, state, and national labor unions, to progressive elected champions like Bernie Sanders, Elizabeth Warren, and Alexandria Ocasio-Cortez, to the California Democratic Party -- the movement behind this campaign is powerful and diverse.
Not to mention all the press attention we've gotten nationwide. Appearing with other candidates who could make history on MSNBC, Univision, and NBC News has been an incredible opportunity as well. In 2020, we have the opportunity to make our Congress even more diverse and representative of our country's electorate than ever before.
All of this is to say, thank you, team, for being on this incredible journey with us.
For one of the last times this election cycle, I want to ask -- can you chip in to this 100% people-powered, people funded campaign, before the polls close tomorrow?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Express Donate $5
Express Donate $25
Express Donate $50
Express Donate $100
Express Donate $250
Donate Other Amount
This year has not been easy -- but still, we came together to work for a better future. Thousands of people across the nation came together to demand institutional change and justice for our Indigenous, Brown, and Black communities. Amidst the coronavirus pandemic, we've practiced social distancing and worn masks to protect our family, friends, neighbors. We've run community food banks and distribution centers across the district, and on the City Council, we've worked to ease the burdens of San Diegan small businesses and families.
With a President who's done so much to divide us, we still came together in ways we never knew we could -- and that is something to be proud of.
Even in this campaign alone, you proved that the people do have the power. Thousands of you have made contributions these past few months that allowed us to push for the progressive change we need. Whether it was advocating for the Green New Deal, pushing for Medicare-For-All or LGBTQ+ rights, the thousands of you have done more for change than any million-dollar donor or corporation could do.
We're so close to the finish line, team, and we've come so far -- that's why we can't slow down now, not with so much on the line. We can't have any regrets.
I'm overwhelmingly prepared to fight for the issues that affect working families and people like you when I'm in Congress -- never beholden to giveaways from corporations who want me to vote in their interest. Because that's how politics should be: by the people, for the people.
Our historic and progressive campaign can and will win this thing tomorrow -- we just need your help one last time. Chip in before it's too late.
DONATE
Thanks for standing with us, team.
Now, let's go win this!
\-- Georgette Gómez
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-11-02,14,Mon,73d383874dde338a428744abbd162f3f,fc1680723c9f544e924ba51e94af3b7c,No
GeorgetteGómez,teamgg@georgettegomez.org,Let’s set the record straight ,"#
Friend,
My opponent released an attack ad last night comparing us to Donald Trump and accusing us of using “Trump tactics.”
Here’s what we’re not going to do: Attack her back using false claims and accusations.
Here’s what we are going to do: Talk about reality. The truth. Where I stand as your candidate and about the campaign that we’ve built, together.
Let’s get one thing straight -- I have nothing in common with the President of the United States.
Donald Trump has done nothing but protect big corporations and the top 1%, helping the rich get richer while the poor stay poor. He is a misogynistic, homophobic, racist individual who uses his platform to advance an agenda of hatred and divisiveness.
But me? I am a proud, first generation Mexican-American with humbling life experience. From growing up with immigrant parents and adapting to a completely new way of life here, it’s a unique experience with life-changing moments -- an experience that immigrant families face across the entire country.
Donald Trump doesn’t know what that’s like. My opponent? She doesn’t know what it’s like either.
I didn’t grow up wealthy. I wasn’t born into a rich family. I worked multiple jobs from the time I was in high school to put food on the table and afford my tuition at San Diego State University. Donald Trump, however, was privileged enough to attend an Ivy League and was “gifted” $1 million to start his own business. My opponent was also fortunate enough to attend an Ivy League school, lives off the passive income generated by her family’s wealth, and is claiming the same real estate tax write-offs that let Donald Trump only pay $750 in taxes.
But guess what? I wouldn’t change a thing. I wouldn’t change anything about my life experiences because then I wouldn’t be where I’m at right now -- running to be your Congresswoman in CA-53.
If things were different, I wouldn’t know the struggles of so many working-class people who get manipulated by the millionaires and billionaires of this country. Who wonder where the next meal may come from, or if their parents will come home from work or be taken by the border patrol -- I’ve been there. But people who’ve known money their entire lives? Once again, they don’t know what it’s like.
But still, I wouldn’t change a thing.
Today, I’m proud to be running for CA-53 and set to be the first LGBTQ+ Latina in Congress. Although I’m an unconventional candidate, unconventional is what we need -- not more politicians who have only come to Congress to play partisan politics.
I’m different, and I’m here to represent you and only you.
Thanks for reading, friend, and if you can, please chip in $5 or whatever you can to our 100% people-powered, people-funded campaign.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Express Donate $5
Express Donate $25
Express Donate $50
Express Donate $100
Express Donate $250
Donate Other Amount
Like First Lady Michelle Obama once said, “When they go low, we go high.”
With love,
Georgette Gómez
DONATE
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-10-15,16,Thu,b51d815bae4cc6c848aed55c9b599f55,fc1680723c9f544e924ba51e94af3b7c,No
TeamGómez,teamgg@georgettegomez.org,🚨 POLL ALERT 🚨,"#
Hey team --
We have breaking news -- an internal poll of CA-53 shows that when voters hear about Georgette's record and her story, they support her and she wins.
We have the tools to succeed and win this -- but we need your help.
To make sure voters know about Georgette's bold policy stances, her proven record, and her story as a first-generation LGBTQ Latina, we need to raise $10,000 by August 31. Chip in $5 right now!
Here's a bit of insider information for you, because you’re a part of this team: Right now, our opponent is polling a few points ahead of us -- until we let voters know about Georgette's record. Then Georgette wins.
It's simple -- we know what it will take to win this seat, but it's going to take a huge fundraising push to give us what we need for the next 2 months.
So, what do you say? Can you chip in $5 or anything you can to this people-powered campaign?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Express Donate $5
Express Donate $25
Express Donate $50
Express Donate $100
Express Donate $250
Donate Other Amount
Georgette is committed to pushing forward progressive values and policies like the Green New Deal, police reform, and Medicare-for-all because she knows what it's like to feel left behind. It's why she launched her Bold Agenda To Invest In America this week. She knows that we deserve better.
Thank you for standing with us.
Team Gómez
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-08-25,15,Tue,3fd3c849aa7b0cd5fa14478aa00a4c7a,fc1680723c9f544e924ba51e94af3b7c,No
TeamGómez,teamgg@georgettegomez.org,We have a choice ,"#
Friend,
Our election is all about choices.
Choices that could literally shift the current system in place -- a system that has for too long disadvantaged communities of color, our queer friends and family members, our immigrant and migrant communities, and many more.
This election, you have a choice -- do you want someone with a long and distinguished progressive record working for us every day in Congress, or do you want someone with a record of flip-flopping on these issues?
Do you want someone who knows this district, grew up in this district, cares deeply about this district, or someone who moved here because it was the next politically step up the ladder? Yes, we said it -- our opponent is shopping for a seat.
There's a lot at stake here -- and that's why Georgette should be your choice.
We have a steep end-of-month fundraising goal of $15,000 to raise by Friday night. Can you chip in $5 to help us smash this goal?
DONATE
Here at our campaign headquarters, we also have some choices to make within our campaign -- and most of them come down to money.
We ask ourselves things like:
* Do we have what it takes to raise enough from grassroots supporters this month, or do we need to pull Georgette from online campaign events and into call time?
* Do we run our new ad now, or do we wait until we get closer to the election, losing precious time talking to voters that will be voting early by mail more than ever before?
* Do we order a new batch of yard signs, or do we send out campaign flyers? (Hopefully both!)
These are choices we might have to make if we don't meet our goal.
Our campaign believes in a strong grassroots campaign that is built one person at a time. Our campaign is able to thrive thanks to you and your neighbors that chip in $5 here and $15 there. Georgette is so grateful for the support she's been receiving from grassroots supporters like you.
There are tough choices, and we hope you make the choice to help us meet our end-of-month goal. Can you chip in $5 or anything you can to help us get to $15,000 by Friday night?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Express Donate $5
Express Donate $25
Express Donate $50
Express Donate $100
Express Donate $250
Donate Other Amount
Friend, your donation is just the beginning of the progressive initiatives ahead of us.
\-- Team Gómez
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-07-28,13,Tue,b7057b0e1669b4492fec356d0fc8e0bc,fc1680723c9f544e924ba51e94af3b7c,No
GeorgetteGómez,teamgg@georgettegomez.org,The United States should not have secret police ,"#
Friend,
The United States should not have a secret police force.
Federal agents from the U.S. Department of Homeland Security and the U.S. Marshals Service should not be stoking protests and unrest in cities across our country.
For weeks, Portland, OR, has seen demonstrations in favor of removing federal agents from their city. Donald Trump, instead of backing down from calls to remove these forces, is threatening to send agents to more places.
Let me be abundantly clear: I stand in solidarity with the thousands of you who have taken to the streets to demand that our government make meaningful progress in addressing the root causes of police brutality and systemic neglect of communities of color. And Trump needs to remove the federal agents from Portland immediately.
The murder of George Floyd has exposed a crumbling faith in government and mistrust of police that must be addressed immediately -- addressed with substantial, comprehensive reform of our criminal justice system, NOT by “sieging a city” with outside forces that local officials did not ask for.
Here in San Diego, I led the city council in taking swift action to fight discrimination by successfully banning police chokeholds and giving the voters a choice to establish an Independent Police Practices Commission to restore trust between communities and police.
Building trust between communities and law enforcement is just the beginning -- the public should have complete faith in police oversight -- we need to see more police oversight. We need to address the reality that many communities of color have been treated unfairly by police and have nowhere to turn to correct injustice.
The answer is certainly not by forcing secret police into cities -- that's why we're calling on Trump to remove these forces. Add your name to our petition telling Trump to put an end to mobs of secret police.
SIGN THE PETITION
Our broken criminal justice system is a civil rights issue. We need more community policing, more trust between neighborhoods and police, and real, meaningful, criminal justice reform. And as we’ve seen over the past few months, we won't stop until we achieve our plans.
Change will come from these mass mobilizations.
Change will come in numbers.
Let’s tell the Trump Administration to put an end to the mass mobs of secret police.
Sign the petition: Tell President Trump to put an end to mobs of secret police.
SIGN THE PETITION
My commitment to change is unwavering. I’m determined to continue doing the work to create a system that uplifts our communities of color, not a system where secret federal police.
The time is long overdue to create real dignity and respect for our communities.
Let’s keep up the good fight until justice is TRULY served.
\-- Georgette Gómez
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-07-27,17,Mon,0bb98dbbd5f1e7fc6f99c642fdab6818,fc1680723c9f544e924ba51e94af3b7c,No
GeorgetteGómez,teamgg@georgettegomez.org,National Coming Out Day ,"#
Friend,
Today, we celebrate National Coming Out Day!
I remember coming out to my own family and friends -- and the mixed emotions and reactions to telling loved ones how you identify can certainly feel overwhelming. And while folks around the world use this day to “come out” to the people closest to them, remember how strong you are, how beautiful you are, and how loved you are just the way you are!
Friend, the fight for LGBTQ+ rights is one of the many reasons why I'm working so hard to be your representative in Congress.
Just last week, SCOTUS Justices Alito and Thomas volunteered to eliminate same-sex marriage rights enshrined in the landmark Supreme Court case Obergefell v. Hodges. And with the Amy Coney Barrett nomination advancing in the Senate, the threat to our hard-earned rights is only increasing.
We have got to do better.
From the FDA's ban on gay and bisexual men donating blood to Don't Ask Don't Tell and the trans-military ban, the United States has a stained history on rights for LGBTQ+ folks. In 2020, we must do better. We must do better -- to each other, for each other.
This fight is personal to me because I've experienced the discrimination firsthand, as have so many of you. In Congress and beyond, as the first LGBTQ+ Latina, I'll be a leader in the fight for full lived equality -- because in our democratic society, homophobia and discrimination have no place.
But I need your help to get there. Will you chip in $5 or more right now?
Whether you're an ally or a part of the LGBTQ+ community, let's make the 2020 National Coming Out Day one for the books. And in a time of heightened divisiveness, extend a hand of kindness and support, today and every day.
\-- Georgette Gómez
DONATE
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-10-11,14,Sun,701a9867db9d9e4c417fae1e4b0810c2,fc1680723c9f544e924ba51e94af3b7c,No
GeorgetteGómez,teamgg@georgettegomez.org,hopeful.,"#
Friend --
There’s no doubt we’re facing many challenges.
The administration’s reckless handling of COVID-19. Institutional racism. An unemployment crisis. And a climate emergency threatening all life on our planet.
Despite how bad things look, I remain encouraged and hopeful about the future of our country. And I owe that to you.
We’ve faced difficulties here in San Diego, but I’m proud to have had your ongoing support for taking bold, progressive action on issues like climate change, immigration, and housing. It’s clear that our community is ready to lead in the fight for economic, racial, environmental, and social justice in Washington.
It gives me hope knowing that we have an opportunity to continue our work in Congress, and I look forward to what we can accomplish together.
This is the FINAL DAY to make a donation to my campaign before our end-of-quarter deadline. I need your help because we’re still short of our goal. Will you chip in $10, or whatever amount you can afford, to help us hit our mark?
Proud of the movement we’re building,
Georgette
Donate
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-06-30,13,Tue,73e6bb629a54e699a7ad59acedc52c7b,fc1680723c9f544e924ba51e94af3b7c,No
GeorgetteGómez,teamgg@georgettegomez.org,A blunt email about my race.,"#
Friend -- my opponent and the super PAC aligned with her campaign spent millions of dollars trying to defeat me in the March primary.
In addition, a nameless super PAC (likely the same one aligned with my opponent) spent hundreds of thousands on illegal and unmarked mailers promoting a Republican candidate in our race. It was a shrewd attempt to manipulate the vote count and box me out of the General Election.
We were outspent 4:1. But we outperformed expectations and made it to the General Election anyway. That's because supporters like you stood with us every step of the way:
Sunday marks our end-of-month fundraising deadline and we set a goal of generating 1,500 online donations to help us keep pace with our opponents’ spending. Can I count on you to contribute $3 today?
Donate $3
We're building an unprecedented coalition in CA-53.
Labor unions, environmental groups, the California Democratic Party, local elected leaders, even leading Democrats like Senators Bernie Sanders and Elizabeth Warren are unifying behind our campaign.
The truth is, we’re never going to compete in the money chase with our self-funding opponent and her super PAC. I still have a good feeling that our grassroots momentum can overcome her millions, but that’s impossible unless we must meet our own internal goals:
I’m asking personally. Will you make a $3 contribution to my campaign for Congress? Help me send a message that we're ready to overcome the odds and advance real progressive change in CA-53.
Donate $3
Thank you -- from the bottom of my heart,
Georgette Gómez
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-05-29,16,Fri,e61203446a436408764472b688fd3b8f,fc1680723c9f544e924ba51e94af3b7c,No
"TeamGómez,GeorgetteGomez.org",teamgg@georgettegomez.org,JOIN US: A Community Conversation and Grassroots Fundraiser with Georgette!,"#
Hey there!
Georgette has been on the front lines addressing the on-going Coronavirus crisis. She has been leading San Diego's response, enacting one of the first eviction moratoriums in the country and fighting for disadvantaged communities access to resources.
The crisis has also made it clearer than ever that having experienced, empathetic leadership in Congress to support local leaders and their communities. That's why here at campaign HQ, we need to stay focused on getting Georgette to Congress.
We wanted to invite you to a virtual discussion and grassroots fundraiser next week. We'll fill you in on the state of the race, and let you know all the ways you can support the campaign. The event will be held live via Zoom.
Check out our flier below for details, then RSVP here >>
If you have any questions or concerns email me directly at [[URL REDACTED]], or respond to this email and we'll get back to you.
If you can't attend, please consider making a contribution of any amount to support our campaign. We have a major mid-quarter fundraising deadline on Friday. With in-person fundraisers cancelled, we need all the support we can get.
Thanks so much!
Alex Obolensky
Deputy Campaign Manager
RSVP for the event
Donate
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-05-12,21,Tue,f2bebae1a51824ea06884e3a42630690,fc1680723c9f544e924ba51e94af3b7c,No
TeamGómez,teamgg@georgettegomez.org,Shameful,"#
Team,
Last night, our opponent released an offensive ad comparing Georgette with Donald Trump.
To compare Georgette -- a first-generation Mexican-American, a woman running to be the first LGBTQ+ Latina in Congress, with our offensive, sexist, homophobic president -- is completely out-of-line and insulting.
We need to rise above and fight back right now. Chip in $5 or anything you can so we can get our latest ad on the air and set the record straight immediately.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Express Donate $5
Express Donate $25
Express Donate $50
Express Donate $100
Express Donate $250
Donate Other Amount
Our opponent is pumping millions of her family's dollars into this race to promote these nasty attack ads smearing Georgette’s character.
We don't need another millionaire representative in Congress -- that's how we end up with a government that gives big businesses and the 1% tax cuts while not improving social services, schools, and health care for the rest of the country.
It's time for a change, we need bold progressive leaders like Georgette in Congress. Rush a donation of $5 or whatever you are able to so we can rise above the lies and fight back.
DONATE
Thanks for stepping up and for being on this team. We need you more than ever.
\-- Team Gómez
Georgette Gómez is the first LGBTQ Latina elected San Diego City Council President. Now, she's running for Congress to stand up to Trump’s dangerous agenda and recenter our focus on working families in our community.
Georgette is the only candidate in the race for CA-53 to be endorsed by the California Democratic Party. Email is the best way to stay up to date with Georgette's campaign. To support Georgette's campaign please make a donation here. We'd hate to see you go, but you can click here if you'd like to unsubscribe.
Thank you for supporting Georgette!
Paid for by Georgette Gómez for Congress
Georgette Gómez for Congress
1111 Sixth Ave. #317
San Diego, CA 92101
United States",Georgette Gomez,U.S. House California District 53,Democratic Party,Federal,Congress,georgettegomez.org,12-02-2019,ballotpedia-campaign,,,,2020-10-15,21,Thu,2c18cb0c1b294bfe53742b2703788497,fc1680723c9f544e924ba51e94af3b7c,No
