,body_text,name,office_sought,party_affiliation,office_level,district_type,uid_email
470,"Nevada Senate District 37
Media Contact: David Johnson
Strategic Vision PR Group
Ph: (404) 380-1079
Email: [[URL REDACTED]]
For Immediate Release
Law Enforcement Loyalty PAC Endorses
Andy Matthews for Nevada Assembly District 37
Cites Andy’s Conservative Activism and Commitment to Law and Order
Las Vegas, NV/September 14, 2020 - Today the Law Enforcement Loyalty PAC announces that it is endorsing Andy Matthews for Nevada Assembly District 37 in the November 3, 2020 election. Sam Peters, founder of the Law Enforcement Loyalty PAC, cited Andy’s longtime conservative activism as former President of the Nevada Policy Research Institute and his clearly stated goals of backing the law enforcement community in Nevada. The Law Enforcement Loyalty PAC process of selecting candidates included a formal comprehensive survey, an interview, and research into the candidate’s past. Based on these elements, the Law Enforcement Loyalty PAC Board of Directors voted unanimously to endorse Andy Matthews for the State Assembly. Andy will be an integral backer of law enforcement in Nevada.
“The Law Enforcement Loyalty PAC is proud to endorse Andy Matthews for election to Nevada Assembly District 37,” said Sam Peters, founder of the Law Enforcement Loyalty PAC. “Andy is a strong supporter of law enforcement, has been a conservative activist for a long time in Nevada, and we believe he’s the right person to defend Nevada’s police against radical Marxists trying to defund them. Now more than ever, we need representation like Andy Matthews in Carson City.
“The men and women in blue who put their lives on the line daily need help holding the line,” continued Peters. “We believe Andy Matthews will hold the line for Assembly District 37.”
The Law Enforcement Loyalty PAC is raising money to support pro-law enforcement candidates, incumbents, and ballot measures while targeting for removal those elected officials that do not support the rule of law. As progressive and weak politicians acquiesce in the onslaught of far-left ideology, crime rates have soared with innocent citizens and law enforcement officers the victims. Peters believes the men and women in blue deserve elected representation that supports them.
Additional information on the Law Enforcement Loyalty PAC may be obtained at [[URL REDACTED]] or [[URL REDACTED]]
###
More Information - Click Here
Facebook    Twitter    Instagram
Paid for by the Law Enforcement Loyalty PAC | PO Box 752555, Las Vegas, NV 89136
Unsubscribe [[EMAIL_REDACTED]]
Update Profile | Our Privacy Policy | About our Service Provider
Sent by [[URL REDACTED]]",Sam Peters,U.S. House Nevada District 4,Republican Party,Federal,Congress,d4c531812b6cbc6b82dc977aa62a5809
471,"Nevada Senate District 11
Media Contact: David Johnson
Strategic Vision PR Group
Ph: (404) 380-1079
Email: [[URL REDACTED]]
For Immediate Release
Law Enforcement Loyalty PAC Endorses
Joshua Dowden for Nevada Senate District 11
Cites Dowden’s Work Ethic, New Ideas, and Dedication to Support Law and Order
Las Vegas, NV/September 10, 2020 - Today the Law Enforcement Loyalty PAC announces that it is endorsing Joshua Dowden for Nevada Senate District 11 in the November 3, 2020 election. Sam Peters, founder of the Law Enforcement Loyalty PAC, cited Joshua Dowden’s fresh ideas to the political atmosphere and his steadfast dedication to the law enforcement community. The Law Enforcement Loyalty PAC process of selecting candidates included a formal comprehensive survey, an interview, and research into the candidate’s past. Based on these elements, the Law Enforcement Loyalty PAC Board of Directors voted unanimously to endorse Mr. Dowden for the State Senate, believing he will serve as vital supporter in backing law enforcement in Nevada.
“The Law Enforcement Loyalty PAC is proud to endorse Joshua Dowden for election to Nevada Senate District 11,” said Sam Peters, founder of the Law Enforcement Loyalty PAC. “Joshua is a strong supporter of law enforcement and has vowed to fight efforts by radical Marxists to defund and abolish police. Now more than ever before we need people like Joshua to back law and order.
“The men and women in blue who put their lives on the line daily need representatives that will help them hold the line,” continued Peters. “We believe Joshua Dowden will hold the line for Senate District 11.”
The Law Enforcement Loyalty PAC is raising money to support pro-law enforcement candidates, incumbents, and ballot measures while targeting for removal those elected officials that do not support the rule of law. As progressive and weak politicians acquiesce in the onslaught of far-left ideology, crime rates have soared with innocent citizens and law enforcement officers the victims. Peters believes the men and women in blue deserve elected representation that supports them.
Additional information on the Law Enforcement Loyalty PAC may be obtained at [[URL REDACTED]] or www,[[URL REDACTED]]
###
More Information - Click Here
Facebook    Twitter    Instagram
Paid for by the Law Enforcement Loyalty PAC | PO Box 752555, Las Vegas, NV 89136
Unsubscribe [[EMAIL_REDACTED]]
Update Profile | Our Privacy Policy | About our Service Provider
Sent by [[URL REDACTED]]",Sam Peters,U.S. House Nevada District 4,Republican Party,Federal,Congress,fe83c3f479e3d564448c896421a7fc05
472,"Clark County School Board, District B
Media Contact: David Johnson
Strategic Vision PR Group
Ph: (404) 380-1079
Email: [[URL REDACTED]]
For Immediate Release
Law Enforcement Loyalty PAC Endorses
Katie Williams for Clark County School Board District B
Cites Katie’s Military Service, Outspokenness, and Commitment to Police
Las Vegas, NV/September 16, 2020 - Today the Law Enforcement Loyalty PAC announces that it is endorsing Katie Williams for Clark County School Board, District B, in the November 3, 2020 election. Sam Peters, founder of the Law Enforcement Loyalty PAC, cited Katie Williams service in the National Guard, deployment to Afghanistan in support of Operation Enduring Freedom, her willingness to take a stand on the issues, and her commitment to the safety of the community and the school system she will serve. The Law Enforcement Loyalty PAC process of selecting candidates included a formal comprehensive survey, an interview, and research into the candidate’s past. Based on these elements, the Law Enforcement Loyalty PAC Board of Directors has voted to endorse Katie Williams for Clark County School Board believing her dedication to safety in schools will serve our law enforcement community extremely well.
“The Law Enforcement Loyalty PAC is proud to endorse Katie Williams for election to the Clark County School Board, District B,” said Sam Peters, founder of the Law Enforcement Loyalty PAC. “Katie is focused on creating a safe environment in the Clark County School District while ensuring our children receive a top notch education. With Nevada running low in the national rankings, Katie knows the battle is up hill, and she’s ready for it!
“The teachers and parents of Clark County School District B should know they have a great option to represent them and their kids. Katie will take the right stand and make Clark County schools better and safer.” continued Peters.
The Law Enforcement Loyalty PAC is raising money to support pro-law enforcement candidates, incumbents, and ballot measures while targeting for removal those elected officials that do not support the rule of law. As progressive and weak politicians acquiesce in the onslaught of far-left ideology, crime rates have soared with innocent citizens and law enforcement officers the victims. Peters believes the men and women in blue deserve elected representation that supports them.
Additional information on the Law Enforcement Loyalty PAC may be obtained at [[URL REDACTED]] or [[URL REDACTED]]
###
More Information - Click Here
Facebook    Twitter    Instagram
Paid for by the Law Enforcement Loyalty PAC | PO Box 752555, Las Vegas, NV 89136
Unsubscribe [[EMAIL_REDACTED]]
Update Profile | Our Privacy Policy | About our Service Provider
Sent by [[URL REDACTED]]",Sam Peters,U.S. House Nevada District 4,Republican Party,Federal,Congress,468e72e5f3b7bc33ae2941dd138723ce
473,"Alex,
The murder of George Floyd started with three words: “forgery in progress.”
You may know the story that brought us here. Mr. Floyd went to a grocery store and paid with a $20 bill — but the currency was no good. The shop owner called the police. And like so many times before, the officers who responded took a Black man’s life.
For a $20 crime.
This may go without saying, but I will say it: if I had paid with that bill, I would be alive today. My body would not have been on a Minneapolis street. No officer would have pushed their knee into my neck.
If a white man from a privileged background pays with a fake $20 bill? 99 times out of 100, it would be dismissed as “a mistake.”
The moment we are in is historic — massive nationwide protests to demand an end to racist police killings. During a health pandemic that has taken over 100,000 lives. During an economic crisis. Under a dictatorial and vindictive president.
Yet I am struck by this incident in another way — as a father.
Because I have a counterfeit $20 bill in my possession right now, given to me by my daughter.
How did she get it? Well, she’s eight years old, and a Girl Scout. Like countless girls across the nation, she was busy selling cookies this Spring. Learning economics and team-building and communication skills and more.
And one day, someone bought several boxes of cookies and gave her a fake $20 bill.
We didn’t realize it until later. If you haven’t sold Girl Scout cookies before — the parents buy cookies in advance, and then pay ourselves back as we make sales. Weeks ago, my wife went to deposit the money we collected, and happened to notice this bill. It didn’t feel right. On closer inspection, even though much of the design is the same, you can see words that are different. It says “Motion Picture Use Purposes.”
So we wrote it off as a loss. And I had the bill on my desk when I learned how George Floyd was killed.
You may know this: my daughter is Black. Her mother is Nigerian-American. Living in Texas—let’s be honest, living in the United States—she is perceived differently than I was at her age.
And maybe at 8-years old, a shop owner wouldn’t perceive her as a threat if she tried to buy candy or Pokémon cards with this counterfeit bill. Maybe.
But what if she was a little older? 10 years old? 12 years old? At what point does your life become expendable in this country, by virtue of the color of your skin?
It shouldn’t be this way. Racism may be the “original sin” of the United States, as some have said, but it does not have to be our destiny.
That is why we are in the streets. That is why in every state in the Union, in towns big and small, people young and old are marching for justice.
And to demand that Black Lives Matter.
As a candidate for Congress, my pledge is to fight for major criminal justice reforms. Several leading members of Congress, including Congresswomen Ayanna Pressley and Barbara Lee, have put forward essential bills that will create accountability for local police. A database of police abuse; ending qualified immunity for officers who violate constitutional rights; stopping the transfer of military equipment to local police; and investing in Black and other over-policed communities, to lay the foundation for transformative change.
I will certainly fight for these reforms. In the Texas 10th, we have our own history of racist policing. Sandra Bland died in police custody in Waller County, after a racist and unconstitutional arrest. Rodney Reed has been on Texas Death Row for decades — for a crime likely committed by a white former police officer.
There are countless reasons to demand change at every level of government, right now.
And one of those reasons is for the future. To protect our children as they grow up in this society. To ensure that their lives will be treated as sacred. To make certain that Black Lives Matter.
Fighting for you,
Mike Siegel
* * *
Facebook Twitter Campaign website
Donate Now
PAID FOR BY MIKE SIEGEL FOR CONGRESS
PO Box 2409
Austin, TX 78701
Remove your name from our list",Mike Siegel,U.S. House Texas District 10,Democratic Party,Federal,Congress,48b800113c1ccf9518d0696deeb2ff79
474,">
Alp Basaran for Congress
# Racial Justice
Dear friends,
Paterson is a monument to machine politics in America. While the good times roll for politicians, entire communities have been destroyed by corruption. Incomes are dropping, apartheid schools are increasing, and infrastructure is crumbling for the ordinary residents of Paterson. The model of championing certain parts of a beleaguered rust belt city and abandoning the rest is simply racial segregation by another name. Not surprisingly, Paterson is one of the most violent cities in the country. During a federal investigation, Paterson police officers admitted to dealing drugs, robbing and beating citizens, and illegally stopping and searching drivers. Paterson is a city in turmoil.
Jameek Lowery
On January 5, 2019, Jameek Lowery (1) walked into a Paterson police station, (2) live streamed a video in which he repeatedly asked police officers for water and to not kill him, (3) entered an ambulance where police officers used physical force and compliance holds to secure him, and (4) arrived at the hospital in an unresponsive state with severe facial injuries. Jameek Lowery died in the hospital within two days. When peaceful protestors gathered outside Paterson City Hall for days to demand answers, Paterson police used mace and arrested the leaders of the protests. Regardless of the cause of death in this case, walking into a police station should not be the last conscious act of any person in America.
Criminal justice reform
Police violence against unarmed minorities led to the deaths of countless men and women around the country. Black men are sentenced to 19% more jail time for committing the exact same crime as white men, and black Americans are jailed at more than five times the rate of whites. We have more people in jail than any other country on earth. We need real criminal justice reform both for our district and for America.
We will bring about major police department reform. We will reform civil asset forfeitures. We will end the war on drugs, and replace jail with treatment for minor drug offenses. We will abolish the death penalty and end all mandatory minimums. We will eliminate private prisons and detention centers, which are financially incentivized to hold as many people for as long as possible.
Thank you
\- Alp Basaran
Donate
Paid for by Alp Basaran for Congress
Alp Basaran for Congress
229 Main Street
#2049
Fort Lee, NJ 07024
United States
If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.",Alp Basaran,U.S. House New Jersey District 9,Democratic Party,Federal,Congress,fa36df39d6aaf4a9a49a95120338115d
475,"Image
LISA SCHELLER ENDORSED BY THE FRATERNAL ORDER OF POLICE, STROUD LODGE # 75
FOR IMMEDIATE RELEASE
Brooke Race
[[URL REDACTED]]
Allentown, Pa. – Today, the Scheller Campaign is honored to receive its second unanimous endorsement from the Fraternal Order of Police. 130 members of Stroud Lodge 75 FOP are committed to supporting Lisa in this upcoming election. The FOP is a fraternal organization consisting of sworn law enforcement officers in the United States. This endorsement is a testament to the fact that Lisa has shown that she will truly stand up and support our law enforcement. While Lisa’s opponent, Susan Wild, wants to risk our safety and the security of Pennsylvania families by defunding and dismantling the police.
Lisa released the following statement after the endorsement:
“I am honored to receive this endorsement from FOP Lodge 75. The law enforcement community has my complete support. I promise to stand up for those who continue to excel in making the Lehigh Valley a safe place to live for us and our families. We cannot allow the streets to be filled with chaos and lawlessness. The police are the first responders to a broad range of public-safety issues and serious crime and I strongly stand with you. Thank you to the FOP for putting your faith in me to defend PA07 as you continue to risk your lives to guard and protect all of us, I will not let you down once I’m in Congress like our current representative has.”
Paid for by Lisa Scheller for Congress, Inc.
Unsubscribe",Lisa Scheller,U.S. House Pennsylvania District 7,Republican Party,Federal,Congress,8c769c0c9ae15c2f5c37af0377fab7fa
476,"Today, House Democrats did the unthinkable… After weeks of hearings that have failed to bring a single fact to light, they have abandoned due process
Image
Alex,
Today, House Democrats did the unthinkable… After weeks of hearings that have failed to bring a single fact to light, they have abandoned due process and made it official:
President Donald J. Trump is now just the third president in U.S. history to be impeached by the House of Representatives.
Regardless of your own personal opinion on our president, what the Democrats just did tears at the fabric of our democracy.
Our constitution reserves impeachment for high crimes and misdemeanors… things that require facts to prove… not just a personal dislike.
We can’t stand by idly as Nancy Pelosi and Adam Schiff use impeachment as a weapon to undo the results of the 2016 election! I’m asking you to join me in rejecting the misguided impeachment process that Democrats are pursuing… something our current representative FAILED to do.
STOP IMPEACHMENT
STOP THE RADICAL LEFT
Alex, this is bigger than any one of us.
This is even bigger than President Trump.
This is about the future of our democracy, and the preservation of our Constitution. I need you to join me in sending a message to Nancy Pelosi and the radical Democrats in Congress: the American people DO NOT support this unjust impeachment: Join me here!
Time’s running short. We need to send this message quickly!
Image
Lisa Scheller
Candidate for Congress (PA-07)
PAID FOR BY LISA SCHELLER FOR CONGRESS
Unsubscribe",Lisa Scheller,U.S. House Pennsylvania District 7,Republican Party,Federal,Congress,ca08b8217001c445cee997b8cab6b67c
477,"Alternate text
LISA SCHELLER RELEASES FIFTH COALITION TODAY “POLICE FOR SCHELLER”
FOR IMMEDIATE RELEASE
Brooke Race
[[URL REDACTED]]
Allentown, Pa. – Today, the Scheller Campaign is proud to announce its fifth coalition, Police for Scheller. Lisa Scheller strongly stands with our men and women in blue. The police are the first responders to a broad range of public-safety issues and serious crime. Chairman, Patrick Cubbage, served in the US Army and has over 30 years experience in law enforcement.
Patrick released the following statement:
“Lisa is willing to stand up and fight for PA07. She is a patriot, not a socialist. I was motivated to support her when I first heard her speak at her congressional candidate announcement. She proved that by fighting for the people in Lehigh County to lower their taxes. Lisa will bring that same energy to fight for everyone in the 7th Congressional District, especially law enforcement. She supports Law and Order and will defend the police, not defund them. She is willing to give up her salary in support of veterans and other charities that will benefit the Lehigh Valley. She is the candidate we need.”
JOIN POLICE FOR SCHELLER NOW
Paid for by Lisa Scheller for Congress, Inc.
Unsubscribe",Lisa Scheller,U.S. House Pennsylvania District 7,Republican Party,Federal,Congress,0ea03d871feec15442158b5706001f78
478,"Last week our country saw one of its lowest moments in recent history: Donald Trump was acquitted of all crimes by the United States Senate.
Dear Friend,
I wanted to take a moment to share the story on how Becky and I met.
We shared a mutual friend — my close friend from high school, her close friend from Cornell. Like most relationships, it started with a moment. Our moment happened to be when I saw a picture of Becky hanging in our friend’s hallway.
After some convincing, our friend introduced us. We exchanged emails first, under the guise of advice about graduate school.
We decided to get coffee, and what was supposed to be a brief meeting turned into brunch.
Everything changed after that day. She was no longer a friend of a friend. She was the person I wanted to spend the rest of my life with.
She is my forever valentine.
Becky made the decision to reach out to me, and I am glad she did, and you all will be happy that she decided to run for Congress.
She is fed up with the inaction of Congress on critical issues impacting our children, our parents, and our grandparents, such as gun violence, climate change, and health care.
I need your help to get her there. Will you chip in $14 this Valentine’s Day to help me show Becky that we are all ready to have her in Congress?
DONATE TO MY VALENTINE
Thank you from the bottom of my heart!
Ben
* * *
Paid for by Becky Grossman for Congress
Becky Grossman for Congress
P.O. Box 590686
Newton Center, MA 02459
United States
This message was sent to [[EMAIL_REDACTED]]
Stand with Becky Grossman
Becky Grossman is running for Congress in Massachusetts's 4th Congressional District. Becky is an At Large member of the Newton City Council, representing residents of one of the district’s largest cities, with a particular focus on improving school building facilities, addressing the city’s infrastructure and transportation challenges, and supporting local efforts to combat the climate change crisis. Now, she's running for Congress because we're at a make-or-break moment in this country and she's ready to fight back against Trump's agenda. You can chip in to Becky's campaign today through this link »
FIGHTING FOR:
→ PLANNED PARENTHOOD AND OBAMACARE
→ GUN VIOLENCE PREVENTION
→ LOWER PRESCRIPTION DRUG COSTS
→ MASSACHUSETTS FAMILIES
DONATE TO BECKY »
If you believe you received this message in error or wish to no longer receive emails from us, please unsubscribe.",Becky Grossman,U.S. House Massachusetts District 4,Democratic Party,Federal,Congress,174feeb34b4076f56dbcc1246c981282
479,"Last week our country saw one of its lowest moments in recent history: Donald Trump was acquitted of all crimes by the United States Senate.  Becky Grossman is running for Congress in Massachusetts's 4th Congressional District. She's rejecting all corporate PAC money and relying on grassroots donors like you. You can chip in to help fuel Becky's campaign here. And of course, you can unsubscribe at any time.
Team,
Last week our country saw one of its lowest moments in recent history: Donald Trump was acquitted of all crimes by the United States Senate. Several Republicans even admitted that Trump’s action was shameful and wrong. However, all but one Republican fell in line behind Donald Trump and voted to acquit.
The acquittal had nothing to do with the evidence or the case presented by Representative Adam Schiff and the other House impeachment managers. Instead, it was based entirely on party loyalty.
For his dedication and relentlessness, we wanted to take a moment to thank Rep. Schiff for his role in fighting to uphold our constitution!
Thank you Rep. Schiff - Sign the Card
Donald Trump abused his office and put his own personal interests above those of our country. He should have been removed from office, as demonstrated by Rep. Schiff and the House impeachment managers.
Sign our thank you card to thank Rep. Schiff for his courage during the impeachment trial.
SIGN THE CARD
* * *
Paid for by Becky Grossman for Congress
Becky Grossman for Congress
P.O. Box 590686
Newton Center, MA 02459
United States
This message was sent to [[EMAIL_REDACTED]]
Stand with Becky Grossman
Becky Grossman is running for Congress in Massachusetts's 4th Congressional District. Becky is an At Large member of the Newton City Council, representing residents of one of the district’s largest cities, with a particular focus on improving school building facilities, addressing the city’s infrastructure and transportation challenges, and supporting local efforts to combat the climate change crisis. Now, she's running for Congress because we're at a make-or-break moment in this country and she's ready to fight back against Trump's agenda. You can chip in to Becky's campaign today through this link »
FIGHTING FOR:
→ PLANNED PARENTHOOD AND OBAMACARE
→ GUN VIOLENCE PREVENTION
→ LOWER PRESCRIPTION DRUG COSTS
→ MASSACHUSETTS FAMILIES
DONATE TO BECKY »
If you believe you received this message in error or wish to no longer receive emails from us, please unsubscribe.",Becky Grossman,U.S. House Massachusetts District 4,Democratic Party,Federal,Congress,feea15382409e09e087761c33816597a
480,"Dear Alex,
It’s that time of every election year when I receive many questions about the litany of measures on the November ballot and what they all mean.
Below you will find out how I'm thinking about these very important issues.
This is a pivotal election for our state and country. I encourage you all to make your voices heard!
Sincerely,
Senator Brian W. Jones
[[URL REDACTED]]
* * *
Senator Brian Jones 2020 Proposition Voter Guide
Prop 14 - $5.5 Billion Bond for Stem Cell Research
I am opposed. State taxpayers' funds were meant only as a one time start-up investment, not as an ongoing funding source. There's also been controversy over potential mismanagement of past funds. Vote NO.
Prop 15 – The so-called “Split Roll” Tax Measure
I am opposed. Raising taxes on small businesses, particularly during a time when the state’s economy is doing poorly and we are facing unprecedented job losses amid business shutdowns? Are you kidding me?!
I am also concerned that this proposition will undermine the letter and spirit of Proposition 13’s prohibition on drastic property tax hikes, and I stand with leaders of the Howard Jarvis Taxpayers Association, the California Taxpayers Association, the California Restaurant Association, the California Farm Bureau and the California NAACP in opposition to this measure. Vote NO.
Prop 16 – Enacting Affirmative Action in California
I am opposed and voted against the legislative measure – Assembly Constitutional Amendment 5 – that put this proposition on the ballot.
This proposition would remove the following language from the State Constitution: “The state shall not discriminate against, or grant preferential treatment to, any individual or group, on the basis of race, sex, color, ethnicity, or national origin in the operation of public employment, public education, or public contracting.”
I do not want to see our state enact racial quotas in hiring, contracting, and school admissions. If approved, that's where this measure ultimately leads us. Vote NO.
Prop 17 – Allows Parolees the Right to Vote
I am opposed and voted against the legislative measure – Assembly Constitutional Amendment 6 – that put this proposition on the ballot.
After a parolee has actually completed the terms of their parole and their other rights have been restored is also when they should be allowed to vote again.
I stand with Crime Victims United and the California Election Integrity Project in opposition to this measure. Vote NO.
Prop 18 – Allows 17 year-olds the right to vote in Primary or Special Elections
I am opposed and voted against the legislative measure – Assembly Concurrent Amendment 4 – that put this proposition on the ballot.
We have a long history of requiring that citizens be 18 years of age or older to vote and I see no reason to change it. Vote NO.
Prop 19 – Changes Tax Transfer Laws for Inherited Properties and Disaster-damaged Properties
I am opposed and voted against the legislative measure – Assembly Constitutional Amendment 11 – that put this proposition on the ballot.
While I support lowering taxes on properties damaged in disasters, this measure was rushed onto the ballot without a thorough review of all the costs and benefits.
I join the Howard Jarvis Taxpayers Association in opposition to this measure. Vote NO.
Prop 20 – Increases Crime Penalties and Expands DNA Collection from Criminals
I support this clean-up of AB 109, Prop 47 & Prop 57 which all drastically reduced penalties for a number of violent and non-violent crimes and, predictably, led to increases in certain types of crimes.
Additionally, I believe that DNA collection from criminals in custody should be increased to help resolve recent and cold-case crimes.
I proudly stand with the Crime Victims Action Alliance, Crime Victims United and the California Police Chiefs Association in support of this measure. Vote YES.
Prop 21 – Rent Control
I am opposed to this proposition and believe rent control will decrease the availability of affordable housing and will increase the costs to build new housing.
I join with leaders of the California Taxpayers Association, the NAACP, Senior Advocates League, AMVETS, and the American Legion in opposing this measure. Vote NO.
Prop 22 – Exempts App-based Drivers from AB 5
I support this exemption from AB 5 for ride-share drivers (such as those working for Uber, Lyft, Doordash, Instacart, etc.) so they can continue working as independent contractors.
Additionally, I believe that AB 5 ought to be completely repealed and all industries that currently operate as independent contractors should be allowed to continue that freedom and flexibility. Vote YES.
Prop 23 – Dialysis Clinic Regulations
I am opposed and believe the voters have already spoken on this issue by rejecting a similar proposition recently.
Dialysis facilities in California are rightly renowned as the safest in the world. That's why dialysis patients and leaders of the California Medical Association and American Nurses Association also oppose this measure. Vote NO.
Prop 24 – Consumer Data Privacy
I am opposed to this complicated, complex, and un-vetted measure.
Creating a large new state bureaucracy, giving them power to impose penalties, and removing the ability for companies to cure any violations is unwise and the last thing we should be doing in this economic environment. Vote NO.
Prop 25 – Elimination of the Cash-bail System
I am opposed to eliminating the system allowing the judge to require that persons arrested for serious crimes post bail to guarantee they return to court for trial.
It is my belief that the alternative to bail outlined in this proposition will compromise public safety and undermine the justice system. Vote NO.
[[URL REDACTED]]
Paid for by Brian Jones for Senate 2022
-=-=-
Brian W. Jones · PO Box 712725, Santee, CA 92072, United States
This email was sent to [[EMAIL_REDACTED]]. To stop receiving emails, click here.
-=-=-
Created with NationBuilder, software for leaders.",Brian Jones,U.S. House California District 50,Republican Party,Federal,Congress,350c5ba9dc0803ebc977a8b8c7b7dd3c
